sale_id,representative_id,doctor_id,product_id,sale_date,sales_amount,quantity,selling_territory_id,status
514,FR0005,D000035,P023,2026-01-02,11829.64,5,T015,Valid
515,FR0005,D000963,P023,2026-01-23,11829.64,5,T015,Valid
516,FR0005,D000369,P023,2026-01-18,11829.64,5,T015,Valid
542,FR0005,D000231,P018,2026-01-08,54160.9,80,T015,Valid
543,FR0005,D000509,P018,2026-01-21,54160.9,80,T015,Valid
544,FR0005,D000658,P018,2026-01-18,54160.9,80,T015,Valid
572,FR0005,D000311,P026,2026-01-04,17438.86,10,T015,Valid
573,FR0005,D000819,P026,2026-01-08,17438.86,10,T015,Valid
574,FR0005,D000369,P026,2026-01-21,17438.86,10,T015,Valid
575,FR0005,D000783,P026,2026-01-01,17438.86,10,T015,Valid
599,FR0005,D000311,P004,2026-01-24,63981.53,37,T015,Valid
600,FR0005,D000231,P004,2026-01-07,63981.53,37,T015,Valid
628,FR0006,D000480,P018,2026-01-18,46484.02,69,T019,Valid
629,FR0006,D000851,P018,2026-01-24,46484.02,69,T019,Valid
630,FR0006,D000274,P018,2026-01-06,46484.02,69,T019,Valid
650,FR0006,D000904,P022,2026-01-13,32451.33,80,T019,Valid
651,FR0006,D000274,P022,2026-01-25,32451.33,80,T019,Valid
652,FR0006,D000419,P022,2026-01-10,32451.33,80,T019,Valid
653,FR0006,D000480,P022,2026-01-06,32451.33,80,T019,Valid
654,FR0006,D000602,P022,2026-01-10,32451.33,80,T019,Valid
684,FR0006,D000602,P026,2026-01-19,31279.06,17,T019,Valid
685,FR0006,D000274,P026,2026-01-21,31279.06,17,T019,Valid
686,FR0006,D000876,P026,2026-01-03,31279.06,17,T019,Valid
712,FR0006,D000851,P007,2026-01-03,28383.68,59,T019,Valid
713,FR0006,D000274,P007,2026-01-08,28383.68,59,T019,Valid
714,FR0006,D000480,P007,2026-01-15,28383.68,59,T019,Valid
715,FR0006,D000602,P007,2026-01-10,28383.68,59,T019,Valid
739,FR0006,D000851,P005,2026-01-25,11106.59,6,T019,Valid
740,FR0006,D000607,P005,2026-01-15,11106.59,6,T019,Valid
741,FR0006,D000480,P005,2026-01-05,11106.59,6,T019,Valid
742,FR0006,D000419,P005,2026-01-27,11106.59,6,T019,Valid
743,FR0006,D000876,P005,2026-01-23,11106.59,6,T019,Valid
744,FR0006,D000274,P005,2026-01-04,11106.59,6,T019,Valid
762,FR0006,D000419,P010,2026-01-13,37233.08,28,T019,Valid
763,FR0006,D000274,P010,2026-01-10,37233.08,28,T019,Valid
764,FR0006,D000607,P010,2026-01-12,37233.08,28,T019,Valid
765,FR0006,D000870,P010,2026-01-02,37233.08,28,T019,Valid
790,FR0006,D000274,P023,2026-01-14,21057.66,9,T019,Valid
791,FR0006,D000876,P023,2026-01-26,21057.66,9,T019,Valid
792,FR0006,D000602,P023,2026-01-10,21057.66,9,T019,Valid
793,FR0006,D000607,P023,2026-01-02,21057.66,9,T019,Valid
794,FR0006,D000870,P023,2026-01-20,21057.66,9,T019,Valid
795,FR0006,D000480,P023,2026-01-10,21057.66,9,T019,Valid
826,FR0007,D000194,P027,2026-01-02,21831.15,9,T009,Valid
827,FR0007,D000184,P027,2026-01-22,21831.15,9,T009,Valid
828,FR0007,D000895,P027,2026-01-07,21831.15,9,T009,Valid
829,FR0007,D000199,P027,2026-01-21,21831.15,9,T009,Valid
852,FR0007,D000895,P003,2026-01-06,89561.77,52,T009,Valid
875,FR0007,D000194,P001,2026-01-15,52224.87,51,T009,Valid
876,FR0007,D000199,P001,2026-01-08,52224.87,51,T009,Valid
877,FR0007,D000895,P001,2026-01-20,52224.87,51,T009,Valid
902,FR0008,D000422,P014,2026-01-16,19386.57,14,T001,Valid
903,FR0008,D000109,P014,2026-01-15,19386.57,14,T001,Valid
904,FR0008,D000642,P014,2026-01-01,19386.57,14,T001,Valid
905,FR0008,D000921,P014,2026-01-14,19386.57,14,T001,Valid
906,FR0008,D000395,P014,2026-01-08,19386.57,14,T001,Valid
907,FR0008,D000487,P014,2026-01-11,19386.57,14,T001,Valid
928,FR0008,D000486,P006,2026-01-03,29154.77,79,T001,Valid
929,FR0008,D000941,P006,2026-01-12,29154.77,79,T001,Valid
930,FR0008,D000709,P006,2026-01-16,29154.77,79,T001,Valid
931,FR0008,D000094,P006,2026-01-17,29154.77,79,T001,Valid
957,FR0008,D000582,P025,2026-01-25,29379.15,12,T001,Valid
958,FR0008,D000921,P025,2026-01-15,29379.15,12,T001,Valid
982,FR0008,D000380,P011,2026-01-10,38950.37,18,T001,Valid
983,FR0008,D000363,P011,2026-01-16,38950.37,18,T001,Valid
984,FR0008,D000576,P011,2026-01-27,38950.37,18,T001,Valid
1008,FR0008,D000204,P008,2026-01-05,25041.19,10,T001,Valid
1009,FR0008,D000642,P008,2026-01-16,25041.19,10,T001,Valid
1010,FR0008,D000808,P008,2026-01-10,25041.19,10,T001,Valid
1011,FR0008,D000103,P008,2026-01-12,25041.19,10,T001,Valid
1012,FR0008,D001000,P008,2026-01-27,25041.19,10,T001,Valid
1013,FR0008,D000983,P008,2026-01-20,25041.19,10,T001,Valid
1034,FR0008,D001000,P010,2026-01-16,36766.77,28,T001,Valid
1035,FR0008,D000077,P010,2026-01-13,36766.77,28,T001,Valid
1036,FR0008,D000109,P010,2026-01-15,36766.77,28,T001,Valid
1037,FR0008,D000539,P010,2026-01-24,36766.77,28,T001,Valid
1062,FR0009,D000797,P006,2026-01-22,28881.44,79,T006,Valid
1063,FR0009,D000029,P006,2026-01-22,28881.44,79,T006,Valid
1064,FR0009,D000402,P006,2026-01-19,28881.44,79,T006,Valid
1065,FR0009,D000438,P006,2026-01-16,28881.44,79,T006,Valid
1066,FR0009,D000277,P006,2026-01-06,28881.44,79,T006,Valid
1089,FR0009,D000438,P018,2026-01-22,13763.02,20,T006,Valid
1090,FR0009,D000277,P018,2026-01-18,13763.02,20,T006,Valid
1091,FR0009,D000797,P018,2026-01-01,13763.02,20,T006,Valid
1092,FR0009,D000772,P018,2026-01-23,13763.02,20,T006,Valid
1093,FR0009,D000193,P018,2026-01-06,13763.02,20,T006,Valid
1094,FR0009,D000806,P018,2026-01-16,13763.02,20,T006,Valid
1121,FR0009,D000402,P022,2026-01-23,28841.21,71,T006,Valid
1122,FR0009,D000023,P022,2026-01-11,28841.21,71,T006,Valid
1123,FR0009,D000277,P022,2026-01-14,28841.21,71,T006,Valid
1124,FR0009,D000806,P022,2026-01-22,28841.21,71,T006,Valid
1125,FR0009,D000193,P022,2026-01-09,28841.21,71,T006,Valid
1148,FR0010,D000012,P027,2026-01-18,45573.09,18,T014,Valid
1149,FR0010,D000944,P027,2026-01-20,45573.09,18,T014,Valid
1177,FR0010,D000381,P011,2026-01-09,24267.68,11,T014,Valid
1178,FR0010,D000626,P011,2026-01-27,24267.68,11,T014,Valid
1179,FR0010,D000175,P011,2026-01-09,24267.68,11,T014,Valid
1180,FR0010,D000255,P011,2026-01-11,24267.68,11,T014,Valid
1181,FR0010,D000173,P011,2026-01-06,24267.68,11,T014,Valid
1214,FR0010,D000626,P026,2026-01-27,31919.52,18,T014,Valid
1215,FR0010,D000580,P026,2026-01-17,31919.52,18,T014,Valid
1216,FR0010,D000036,P026,2026-01-16,31919.52,18,T014,Valid
1243,FR0010,D000885,P010,2026-01-05,40379.91,31,T014,Valid
1244,FR0010,D000964,P010,2026-01-01,40379.91,31,T014,Valid
1245,FR0010,D000173,P010,2026-01-04,40379.91,31,T014,Valid
1246,FR0010,D000036,P010,2026-01-01,40379.91,31,T014,Valid
1273,FR0010,D000173,P007,2026-01-16,32928.88,69,T014,Valid
1274,FR0010,D000085,P007,2026-01-26,32928.88,69,T014,Valid
1275,FR0010,D000115,P007,2026-01-16,32928.88,69,T014,Valid
1276,FR0010,D000944,P007,2026-01-08,32928.88,69,T014,Valid
1277,FR0010,D000557,P007,2026-01-18,32928.88,69,T014,Valid
1304,FR0010,D000887,P003,2026-01-25,44181.84,25,T014,Valid
1305,FR0010,D000012,P003,2026-01-22,44181.84,25,T014,Valid
1306,FR0010,D000255,P003,2026-01-05,44181.84,25,T014,Valid
1323,FR0010,D000964,P014,2026-01-03,15838.6,11,T014,Valid
1324,FR0010,D000115,P014,2026-01-22,15838.6,11,T014,Valid
1325,FR0010,D000304,P014,2026-01-13,15838.6,11,T014,Valid
1352,FR0011,D000168,P028,2026-01-07,6933.16,6,T011,Valid
1353,FR0011,D000328,P028,2026-01-16,6933.16,6,T011,Valid
1354,FR0011,D000731,P028,2026-01-01,6933.16,6,T011,Valid
1355,FR0011,D000095,P028,2026-01-22,6933.16,6,T011,Valid
1356,FR0011,D000334,P028,2026-01-06,6933.16,6,T011,Valid
1357,FR0011,D000440,P028,2026-01-09,6933.16,6,T011,Valid
1378,FR0011,D000440,P006,2026-01-27,11989.4,33,T011,Valid
1379,FR0011,D000731,P006,2026-01-10,11989.4,33,T011,Valid
1380,FR0011,D000628,P006,2026-01-06,11989.4,33,T011,Valid
1381,FR0011,D000095,P006,2026-01-02,11989.4,33,T011,Valid
1382,FR0011,D000948,P006,2026-01-09,11989.4,33,T011,Valid
1383,FR0011,D000328,P006,2026-01-09,11989.4,33,T011,Valid
1405,FR0011,D000948,P023,2026-01-18,29320.89,12,T011,Valid
1406,FR0011,D000731,P023,2026-01-22,29320.89,12,T011,Valid
1407,FR0011,D000628,P023,2026-01-19,29320.89,12,T011,Valid
1408,FR0011,D000233,P023,2026-01-22,29320.89,12,T011,Valid
1429,FR0012,D000724,P013,2026-01-18,39051.98,84,T009,Valid
1430,FR0012,D000110,P013,2026-01-10,39051.98,84,T009,Valid
1431,FR0012,D000878,P013,2026-01-13,39051.98,84,T009,Valid
1432,FR0012,D000597,P013,2026-01-20,39051.98,84,T009,Valid
1460,FR0012,D000270,P011,2026-01-01,74030.16,34,T009,Valid
1461,FR0012,D000408,P011,2026-01-04,74030.16,34,T009,Valid
1489,FR0012,D000270,P029,2026-01-15,15474.7,40,T009,Valid
1490,FR0012,D000878,P029,2026-01-12,15474.7,40,T009,Valid
1491,FR0012,D000110,P029,2026-01-19,15474.7,40,T009,Valid
1492,FR0012,D000408,P029,2026-01-15,15474.7,40,T009,Valid
1513,FR0013,D000428,P014,2026-01-11,67686.4,49,T005,Valid
1514,FR0013,D000860,P014,2026-01-21,67686.4,49,T005,Valid
1546,FR0013,D000823,P022,2026-01-25,62986.94,154,T005,Valid
1547,FR0013,D000171,P022,2026-01-17,62986.94,154,T005,Valid
1570,FR0013,D000860,P025,2026-01-04,30669.16,13,T005,Valid
1571,FR0013,D000847,P025,2026-01-07,30669.16,13,T005,Valid
1572,FR0013,D000567,P025,2026-01-12,30669.16,13,T005,Valid
1595,FR0013,D000428,P013,2026-01-19,50031.98,107,T005,Valid
1596,FR0013,D000171,P013,2026-01-27,50031.98,107,T005,Valid
1597,FR0013,D000857,P013,2026-01-07,50031.98,107,T005,Valid
1622,FR0014,D000133,P016,2026-01-21,43621.06,297,T013,Valid
1623,FR0014,D000725,P016,2026-01-13,43621.06,297,T007,Valid
1636,FR0014,D000133,P002,2026-01-16,70883.22,52,T007,Valid
1637,FR0014,D000725,P002,2026-01-22,70883.22,52,T007,Valid
1650,FR0014,D000133,P030,2026-01-10,47925.52,189,T007,Valid
1651,FR0014,D000725,P030,2026-01-07,47925.52,189,T007,Valid
1664,FR0014,D000725,P027,2026-01-11,25119.18,10,T007,Valid
1665,FR0014,D000133,P027,2026-01-19,25119.18,10,T007,Valid
1677,FR0015,D000006,P013,2026-01-15,20318.85,44,T011,Valid
1678,FR0015,D000639,P013,2026-01-16,20318.85,44,T011,Valid
1679,FR0015,D000821,P013,2026-01-05,20318.85,44,T011,Valid
1680,FR0015,D000514,P013,2026-01-07,20318.85,44,T011,Valid
1681,FR0015,D000892,P013,2026-01-24,20318.85,44,T011,Valid
1682,FR0015,D000072,P013,2026-01-24,20318.85,44,T011,Valid
1710,FR0015,D000541,P003,2026-01-02,50019.91,29,T011,Valid
1711,FR0015,D000639,P003,2026-01-26,50019.91,29,T011,Valid
1736,FR0015,D000727,P017,2026-01-12,42742.73,19,T011,Valid
1737,FR0015,D000738,P017,2026-01-24,42742.73,19,T011,Valid
1738,FR0015,D000514,P017,2026-01-26,42742.73,19,T011,Valid
1762,FR0015,D000541,P024,2026-01-10,33687.04,46,T011,Valid
1763,FR0015,D000006,P024,2026-01-17,33687.04,46,T011,Valid
1764,FR0015,D000738,P024,2026-01-02,33687.04,46,T011,Valid
1765,FR0015,D000919,P024,2026-01-20,33687.04,46,T011,Valid
1790,FR0015,D000738,P010,2026-01-03,35167.94,27,T011,Valid
1791,FR0015,D000006,P010,2026-01-13,35167.94,27,T011,Valid
1792,FR0015,D000541,P010,2026-01-17,35167.94,27,T011,Valid
1815,FR0015,D000821,P026,2026-01-17,83046.22,46,T011,Valid
1816,FR0015,D000738,P026,2026-01-26,83046.22,46,T011,Valid
1845,FR0016,D000516,P012,2026-01-06,32511.96,15,T004,Valid
1846,FR0016,D000013,P012,2026-01-27,32511.96,15,T004,Valid
1847,FR0016,D000352,P012,2026-01-22,32511.96,15,T004,Valid
1869,FR0016,D000516,P005,2026-01-16,13659.66,7,T004,Valid
1870,FR0016,D000458,P005,2026-01-12,13659.66,7,T004,Valid
1871,FR0016,D000017,P005,2026-01-26,13659.66,7,T004,Valid
1872,FR0016,D000352,P005,2026-01-26,13659.66,7,T004,Valid
1894,FR0016,D000352,P016,2026-01-01,32616.81,222,T004,Valid
1895,FR0016,D000017,P016,2026-01-27,32616.81,222,T004,Valid
1896,FR0016,D000273,P016,2026-01-14,32616.81,222,T004,Valid
1897,FR0016,D000946,P016,2026-01-25,32616.81,222,T004,Valid
1918,FR0016,D000458,P003,2026-01-24,104333.96,60,T004,Valid
1936,FR0016,D000581,P028,2026-01-17,35020.15,30,T004,Valid
1937,FR0016,D000017,P028,2026-01-09,35020.15,30,T004,Valid
1938,FR0016,D000526,P028,2026-01-02,35020.15,30,T004,Valid
1939,FR0016,D000469,P028,2026-01-21,35020.15,30,T004,Valid
1965,FR0016,D000013,P006,2026-01-16,37817.19,103,T004,Valid
1966,FR0016,D000259,P006,2026-01-04,37817.19,103,T004,Valid
1967,FR0016,D000473,P006,2026-01-22,37817.19,103,T004,Valid
1968,FR0016,D000946,P006,2026-01-09,37817.19,103,T004,Valid
1987,FR0017,D000816,P010,2026-01-06,15580.89,12,T003,Valid
1988,FR0017,D000976,P010,2026-01-14,15580.89,12,T003,Valid
1989,FR0017,D000734,P010,2026-01-18,15580.89,12,T003,Valid
1990,FR0017,D000302,P010,2026-01-07,15580.89,12,T003,Valid
2014,FR0017,D000302,P009,2026-01-02,25664.93,11,T006,Valid
2015,FR0017,D000816,P009,2026-01-12,25664.93,11,T003,Valid
2042,FR0017,D000816,P022,2026-01-10,26139.04,64,T003,Valid
2043,FR0017,D000203,P022,2026-01-07,26139.04,64,T003,Valid
2044,FR0017,D000758,P022,2026-01-07,26139.04,64,T003,Valid
2064,FR0017,D000203,P029,2026-01-03,23288.98,60,T003,Valid
2065,FR0017,D000976,P029,2026-01-11,23288.98,60,T003,Valid
2066,FR0017,D000816,P029,2026-01-20,23288.98,60,T003,Valid
2067,FR0017,D000302,P029,2026-01-26,23288.98,60,T003,Valid
2090,FR0017,D000976,P030,2026-01-21,32422.12,128,T003,Valid
2091,FR0017,D000203,P030,2026-01-04,32422.12,128,T003,Valid
2115,FR0017,D000976,P014,2026-01-16,22502.92,16,T003,Valid
2116,FR0017,D000302,P014,2026-01-08,22502.92,16,T003,Valid
2117,FR0017,D000734,P014,2026-01-24,22502.92,16,T003,Valid
2140,FR0017,D000734,P028,2026-01-19,38223.33,33,T003,Valid
2141,FR0017,D000816,P028,2026-01-22,38223.33,33,T003,Valid
2142,FR0017,D000976,P028,2026-01-26,38223.33,33,T003,Valid
2143,FR0017,D000203,P028,2026-01-05,38223.33,33,T003,Valid
2162,FR0018,D000930,P024,2026-01-10,42429.95,58,T013,Valid
2163,FR0018,D000312,P024,2026-01-16,42429.95,58,T013,Valid
2164,FR0018,D000129,P024,2026-01-27,42429.95,58,T013,Valid
2165,FR0018,D000858,P024,2026-01-27,42429.95,58,T013,Valid
2186,FR0018,D000930,P030,2026-01-16,41352.58,163,T013,Valid
2187,FR0018,D000858,P030,2026-01-25,41352.58,163,T013,Valid
2206,FR0018,D000858,P001,2026-01-27,11430.14,11,T013,Valid
2207,FR0018,D000129,P001,2026-01-13,11430.14,11,T013,Valid
2208,FR0018,D000930,P001,2026-01-12,11430.14,11,T013,Valid
2209,FR0018,D000312,P001,2026-01-06,11430.14,11,T013,Valid
2226,FR0018,D000129,P026,2026-01-19,22696.54,13,T013,Valid
2227,FR0018,D000930,P026,2026-01-08,22696.54,13,T013,Valid
2228,FR0018,D000858,P026,2026-01-24,22696.54,13,T013,Valid
2229,FR0018,D000312,P026,2026-01-26,22696.54,13,T013,Valid
2249,FR0018,D000930,P016,2026-01-07,38347.8,261,T013,Valid
2250,FR0018,D000312,P016,2026-01-06,38347.8,261,T013,Valid
2251,FR0018,D000129,P016,2026-01-14,38347.8,261,T013,Valid
2252,FR0018,D000858,P016,2026-01-02,38347.8,261,T013,Valid
2274,FR0019,D000770,P028,2026-01-12,18767.64,16,T004,Valid
2275,FR0019,D000019,P028,2026-01-03,18767.64,16,T004,Valid
2276,FR0019,D000779,P028,2026-01-15,18767.64,16,T004,Valid
2277,FR0019,D000535,P028,2026-01-17,18767.64,16,T004,Valid
2303,FR0019,D000846,P015,2026-01-11,22060.14,14,T004,Valid
2304,FR0019,D000779,P015,2026-01-04,22060.14,14,T004,Valid
2305,FR0019,D000378,P015,2026-01-14,22060.14,14,T004,Valid
2306,FR0019,D000560,P015,2026-01-17,22060.14,14,T004,Valid
2307,FR0019,D000770,P015,2026-01-19,22060.14,14,T004,Valid
2337,FR0019,D000569,P019,2026-01-10,79771.62,36,T004,Valid
2338,FR0019,D000535,P019,2026-01-14,79771.62,36,T004,Valid
2364,FR0019,D000918,P011,2026-01-27,19345.08,9,T004,Valid
2365,FR0019,D000619,P011,2026-01-16,19345.08,9,T004,Valid
2366,FR0019,D000378,P011,2026-01-14,19345.08,9,T004,Valid
2367,FR0019,D000762,P011,2026-01-08,19345.08,9,T004,Valid
2392,FR0019,D000535,P002,2026-01-17,23784.16,17,T004,Valid
2393,FR0019,D000779,P002,2026-01-01,23784.16,17,T004,Valid
2394,FR0019,D000560,P002,2026-01-09,23784.16,17,T004,Valid
2395,FR0019,D000569,P002,2026-01-07,23784.16,17,T004,Valid
2396,FR0019,D000619,P002,2026-01-09,23784.16,17,T004,Valid
2416,FR0019,D000019,P018,2026-01-16,61263.61,91,T004,Valid
2417,FR0019,D000619,P018,2026-01-21,61263.61,91,T004,Valid
2445,FR0019,D000619,P023,2026-01-17,10491.78,4,T004,Valid
2446,FR0019,D000846,P023,2026-01-04,10491.78,4,T004,Valid
2447,FR0019,D000762,P023,2026-01-18,10491.78,4,T004,Valid
2448,FR0019,D000569,P023,2026-01-13,10491.78,4,T004,Valid
2449,FR0019,D000560,P023,2026-01-13,10491.78,4,T004,Valid
2472,FR0020,D000714,P011,2026-01-22,27245.92,12,T012,Valid
2473,FR0020,D000743,P011,2026-01-14,27245.92,12,T012,Valid
2474,FR0020,D000822,P011,2026-01-22,27245.92,12,T012,Valid
2475,FR0020,D000708,P011,2026-01-02,27245.92,12,T012,Valid
2497,FR0020,D000743,P004,2026-01-07,22923.16,13,T012,Valid
2498,FR0020,D000708,P004,2026-01-09,22923.16,13,T012,Valid
2499,FR0020,D000849,P004,2026-01-04,22923.16,13,T012,Valid
2500,FR0020,D000822,P004,2026-01-22,22923.16,13,T012,Valid
2501,FR0020,D000714,P004,2026-01-06,22923.16,13,T012,Valid
2521,FR0020,D000714,P028,2026-01-23,11038.59,10,T012,Valid
2522,FR0020,D000743,P028,2026-01-16,11038.59,10,T012,Valid
2523,FR0020,D000708,P028,2026-01-13,11038.59,10,T012,Valid
2524,FR0020,D000849,P028,2026-01-15,11038.59,10,T012,Valid
2525,FR0020,D000822,P028,2026-01-08,11038.59,10,T012,Valid
2549,FR0021,D000087,P023,2026-01-07,44053.35,19,T012,Valid
2550,FR0021,D000412,P023,2026-01-27,44053.35,19,T012,Valid
2551,FR0021,D000367,P023,2026-01-24,44053.35,19,T012,Valid
2575,FR0021,D000960,P011,2026-01-01,8483.32,4,T012,Valid
2576,FR0021,D000412,P011,2026-01-11,8483.32,4,T012,Valid
2577,FR0021,D000101,P011,2026-01-03,8483.32,4,T012,Valid
2578,FR0021,D000202,P011,2026-01-10,8483.32,4,T012,Valid
2579,FR0021,D000848,P011,2026-01-23,8483.32,4,T012,Valid
2605,FR0021,D000202,P028,2026-01-20,12664.57,11,T012,Valid
2606,FR0021,D000087,P028,2026-01-03,12664.57,11,T012,Valid
2607,FR0021,D000996,P028,2026-01-19,12664.57,11,T012,Valid
2608,FR0021,D000180,P028,2026-01-14,12664.57,11,T012,Valid
2609,FR0021,D000367,P028,2026-01-11,12664.57,11,T012,Valid
2633,FR0021,D000412,P018,2026-01-15,48132.57,71,T012,Valid
2634,FR0021,D000101,P018,2026-01-16,48132.57,71,T012,Valid
2657,FR0021,D000996,P012,2026-01-18,25308.54,12,T012,Valid
2658,FR0021,D000101,P012,2026-01-24,25308.54,12,T012,Valid
2659,FR0021,D000412,P012,2026-01-03,25308.54,12,T012,Valid
2660,FR0021,D000960,P012,2026-01-02,25308.54,12,T012,Valid
2661,FR0021,D000180,P012,2026-01-19,25308.54,12,T012,Valid
2683,FR0021,D000180,P004,2026-01-17,8804.08,5,T012,Valid
2684,FR0021,D000202,P004,2026-01-11,8804.08,5,T012,Valid
2685,FR0021,D000101,P004,2026-01-17,8804.08,5,T012,Valid
2686,FR0021,D000960,P004,2026-01-04,8804.08,5,T012,Valid
2687,FR0021,D000848,P004,2026-01-10,8804.08,5,T012,Valid
2688,FR0021,D000996,P004,2026-01-07,8804.08,5,T012,Valid
2711,FR0022,D000475,P004,2026-01-08,8809.14,5,T020,Valid
2712,FR0022,D000914,P004,2026-01-19,8809.14,5,T020,Valid
2713,FR0022,D000298,P004,2026-01-25,8809.14,5,T020,Valid
2714,FR0022,D000452,P004,2026-01-09,8809.14,5,T020,Valid
2715,FR0022,D000230,P004,2026-01-17,8809.14,5,T020,Valid
2716,FR0022,D000427,P004,2026-01-10,8809.14,5,T020,Valid
