sale_id,representative_id,doctor_id,product_id,sale_date,sales_amount,quantity,selling_territory_id,status
77,FR0001,D000834,P014,2026-06-02,41316.0,30,T007,Valid
78,FR0001,D000142,P014,2026-07-10,75326.66,54,T004,Valid
79,FR0001,D000240,P014,2026-07-22,75326.66,54,T009,Valid
80,FR0001,D000020,P014,2026-07-13,75326.66,54,T001,Valid
81,FR0001,D000176,P004,2026-01-05,19224.97,11,T007,Valid
82,FR0001,D000240,P004,2026-01-23,19224.97,11,T007,Valid
83,FR0001,D000883,P004,2026-01-04,19224.97,11,T007,Valid
84,FR0001,D000020,P004,2026-01-22,19224.97,11,T007,Valid
85,FR0001,D000896,P004,2026-02-13,27922.76,16,T007,Valid
86,FR0001,D000020,P004,2026-02-17,27922.76,16,T007,Valid
87,FR0001,D000834,P004,2026-02-18,27922.76,16,T007,Valid
88,FR0001,D000240,P004,2026-03-17,16979.91,10,T007,Valid
89,FR0001,D000100,P004,2026-03-17,16979.91,10,T007,Valid
90,FR0001,D000176,P004,2026-03-19,16979.91,10,T007,Valid
91,FR0001,D000801,P004,2026-03-20,16979.91,10,T007,Valid
92,FR0001,D000020,P004,2026-03-04,16979.91,10,T007,Valid
93,FR0001,D000176,P004,2026-04-14,31239.32,18,T007,Valid
94,FR0001,D000142,P004,2026-04-22,31239.32,18,T007,Valid
95,FR0001,D000020,P004,2026-04-07,31239.32,18,T007,Valid
96,FR0001,D000100,P004,2026-05-18,45790.2,26,T007,Valid
97,FR0001,D000834,P004,2026-05-18,45790.2,26,T007,Valid
98,FR0001,D000896,P004,2026-06-04,42866.89,25,T007,Valid
99,FR0001,D000834,P004,2026-06-05,42866.89,25,T007,Valid
100,FR0001,D000100,P004,2026-07-26,43452.53,25,T007,Valid
101,FR0001,D000896,P004,2026-07-18,43452.53,25,T007,Valid
102,FR0002,D000021,P009,2026-01-02,20050.1,8,T018,Valid
103,FR0002,D000894,P009,2026-01-16,20050.1,8,T018,Valid
104,FR0002,D000366,P009,2026-01-12,20050.1,8,T018,Valid
105,FR0002,D000980,P009,2026-01-11,20050.1,8,T018,Valid
106,FR0002,D000995,P009,2026-01-26,20050.1,8,T018,Valid
107,FR0002,D000247,P009,2026-02-10,52515.96,22,T018,Valid
108,FR0002,D000995,P009,2026-02-15,52515.96,22,T018,Valid
109,FR0002,D000247,P009,2026-03-07,46412.28,19,T018,Valid
110,FR0002,D000894,P009,2026-03-14,46412.28,19,T018,Valid
111,FR0002,D000980,P009,2026-04-03,49042.27,20,T018,Valid
112,FR0002,D000247,P009,2026-04-23,49042.27,20,T018,Valid
113,FR0002,D000021,P009,2026-05-02,17284.17,7,T018,Valid
114,FR0002,D000247,P009,2026-05-02,17284.17,7,T018,Valid
115,FR0002,D000980,P009,2026-05-23,17284.17,7,T018,Valid
116,FR0002,D000995,P009,2026-05-09,17284.17,7,T018,Valid
117,FR0002,D000366,P009,2026-05-27,17284.17,7,T018,Valid
118,FR0002,D000894,P009,2026-05-17,17284.17,7,T018,Valid
119,FR0002,D000894,P009,2026-06-16,22431.52,9,T018,Valid
120,FR0002,D000980,P009,2026-06-18,22431.52,9,T018,Valid
121,FR0002,D000995,P009,2026-06-12,22431.52,9,T018,Valid
122,FR0002,D000021,P009,2026-06-27,22431.52,9,T018,Valid
123,FR0002,D000021,P009,2026-07-22,20350.72,8,T018,Valid
124,FR0002,D000247,P009,2026-07-09,20350.72,8,T018,Valid
125,FR0002,D000980,P009,2026-07-14,20350.72,8,T018,Valid
126,FR0002,D000995,P009,2026-07-01,20350.72,8,T018,Valid
127,FR0002,D000366,P009,2026-07-25,20350.72,8,T018,Valid
128,FR0002,D000980,P013,2026-01-13,10598.06,23,T018,Valid
129,FR0002,D000366,P013,2026-01-15,10598.06,23,T018,Valid
130,FR0002,D000995,P013,2026-01-07,10598.06,23,T018,Valid
131,FR0002,D000247,P013,2026-01-10,10598.06,23,T018,Valid
132,FR0002,D000980,P013,2026-02-18,21297.6,46,T018,Valid
133,FR0002,D000366,P013,2026-02-20,21297.6,46,T018,Valid
134,FR0002,D000366,P013,2026-03-21,10786.15,23,T018,Valid
135,FR0002,D000995,P013,2026-03-21,10786.15,23,T018,Valid
136,FR0002,D000980,P013,2026-03-07,10786.15,23,T018,Valid
137,FR0002,D000247,P013,2026-03-17,10786.15,23,T018,Valid
138,FR0002,D000894,P013,2026-04-10,6245.66,13,T018,Valid
139,FR0002,D000366,P013,2026-04-14,6245.66,13,T018,Valid
140,FR0002,D000247,P013,2026-04-13,6245.66,13,T018,Valid
141,FR0002,D000980,P013,2026-04-02,6245.66,13,T018,Valid
142,FR0002,D000021,P013,2026-04-23,6245.66,13,T018,Valid
143,FR0002,D000995,P013,2026-04-27,6245.66,13,T018,Valid
144,FR0002,D000995,P013,2026-05-10,8681.24,19,T018,Valid
145,FR0002,D000366,P013,2026-05-16,8681.24,19,T018,Valid
146,FR0002,D000980,P013,2026-05-24,8681.24,19,T018,Valid
147,FR0002,D000021,P013,2026-05-24,8681.24,19,T018,Valid
148,FR0002,D000894,P013,2026-05-18,8681.24,19,T018,Valid
149,FR0002,D000247,P013,2026-06-08,22758.17,49,T018,Valid
150,FR0002,D000366,P013,2026-06-10,22758.17,49,T018,Valid
151,FR0002,D000894,P013,2026-07-21,9988.6,21,T018,Valid
152,FR0002,D000021,P013,2026-07-19,9988.6,21,T018,Valid
153,FR0002,D000995,P013,2026-07-03,9988.6,21,T018,Valid
154,FR0002,D000980,P013,2026-07-07,9988.6,21,T018,Valid
155,FR0002,D000247,P021,2026-01-14,17960.73,9,T018,Valid
156,FR0002,D000995,P021,2026-01-15,17960.73,9,T018,Valid
157,FR0002,D000366,P021,2026-01-11,17960.73,9,T018,Valid
158,FR0002,D000366,P021,2026-02-15,16635.63,8,T018,Valid
159,FR0002,D000021,P021,2026-02-07,16635.63,8,T018,Valid
160,FR0002,D000980,P021,2026-02-25,16635.63,8,T018,Valid
161,FR0002,D000247,P021,2026-03-14,25417.75,12,T018,Valid
162,FR0002,D000980,P021,2026-03-14,25417.75,12,T018,Valid
163,FR0002,D000247,P021,2026-04-22,9108.55,4,T018,Valid
164,FR0002,D000366,P021,2026-04-21,9108.55,4,T018,Valid
165,FR0002,D000021,P021,2026-04-08,9108.55,4,T018,Valid
166,FR0002,D000995,P021,2026-04-23,9108.55,4,T018,Valid
167,FR0002,D000894,P021,2026-04-10,9108.55,4,T018,Valid
168,FR0002,D000980,P021,2026-04-04,9108.55,4,T018,Valid
169,FR0002,D000366,P021,2026-05-15,26301.11,13,T018,Valid
170,FR0002,D000995,P021,2026-05-17,26301.11,13,T018,Valid
171,FR0002,D000366,P021,2026-06-25,18042.71,9,T018,Valid
172,FR0002,D000894,P021,2026-06-06,18042.71,9,T018,Valid
173,FR0002,D000995,P021,2026-06-13,18042.71,9,T018,Valid
174,FR0002,D000980,P021,2026-07-06,28819.67,14,T018,Valid
175,FR0002,D000995,P021,2026-07-12,28819.67,14,T018,Valid
176,FR0002,D000980,P016,2026-01-22,56451.15,385,T018,Valid
177,FR0002,D000021,P016,2026-01-21,56451.15,385,T018,Valid
178,FR0002,D000021,P016,2026-02-22,233387.35,1590,T018,Valid
179,FR0002,D000894,P016,2026-03-10,37756.94,257,T018,Valid
180,FR0002,D000021,P016,2026-03-26,37756.94,257,T018,Valid
181,FR0002,D000980,P016,2026-03-16,37756.94,257,T018,Valid
182,FR0002,D000366,P016,2026-04-06,42155.09,287,T018,Valid
183,FR0002,D000894,P016,2026-04-18,42155.09,287,T018,Valid
184,FR0002,D000995,P016,2026-04-07,42155.09,287,T018,Valid
185,FR0002,D000021,P016,2026-05-22,57422.77,391,T018,Valid
186,FR0002,D000980,P016,2026-05-05,57422.77,391,T018,Valid
187,FR0002,D000995,P016,2026-06-09,27051.92,184,T018,Valid
188,FR0002,D000247,P016,2026-06-02,27051.92,184,T018,Valid
189,FR0002,D000894,P016,2026-06-27,27051.92,184,T018,Valid
190,FR0002,D000980,P016,2026-06-02,27051.92,184,T018,Valid
191,FR0002,D000021,P016,2026-07-01,61918.44,422,T018,Valid
192,FR0002,D000995,P016,2026-07-22,61918.44,422,T018,Valid
193,FR0002,D000366,P019,2026-01-06,31343.15,14,T018,Valid
194,FR0002,D000995,P019,2026-01-13,31343.15,14,T018,Valid
195,FR0002,D000894,P019,2026-02-06,11606.22,5,T018,Valid
196,FR0002,D000247,P019,2026-02-14,11606.22,5,T018,Valid
197,FR0002,D000021,P019,2026-02-16,11606.22,5,T018,Valid
198,FR0002,D000995,P019,2026-02-19,11606.22,5,T018,Valid
199,FR0002,D000366,P019,2026-02-15,11606.22,5,T018,Valid
200,FR0002,D000894,P019,2026-03-14,21593.13,10,T018,Valid
201,FR0002,D000995,P019,2026-03-02,21593.13,10,T018,Valid
202,FR0002,D000021,P019,2026-03-09,21593.13,10,T018,Valid
203,FR0002,D000995,P019,2026-04-14,10631.19,5,T018,Valid
204,FR0002,D000980,P019,2026-04-24,10631.19,5,T018,Valid
205,FR0002,D000247,P019,2026-04-16,10631.19,5,T018,Valid
206,FR0002,D000366,P019,2026-04-22,10631.19,5,T018,Valid
207,FR0002,D000894,P019,2026-04-21,10631.19,5,T018,Valid
208,FR0002,D000021,P019,2026-04-05,10631.19,5,T018,Valid
209,FR0002,D000995,P019,2026-05-17,33140.55,15,T018,Valid
210,FR0002,D000247,P019,2026-05-16,33140.55,15,T018,Valid
211,FR0002,D000021,P019,2026-06-26,39425.62,18,T018,Valid
212,FR0002,D000894,P019,2026-06-15,39425.62,18,T018,Valid
213,FR0002,D000980,P019,2026-06-16,39425.62,18,T018,Valid
214,FR0002,D000021,P019,2026-07-14,33729.87,15,T018,Valid
215,FR0002,D000894,P019,2026-07-18,33729.87,15,T018,Valid
216,FR0002,D000980,P020,2026-01-27,6911.48,23,T018,Valid
217,FR0002,D000247,P020,2026-01-15,6911.48,23,T018,Valid
218,FR0002,D000894,P020,2026-01-18,6911.48,23,T018,Valid
219,FR0002,D000995,P020,2026-01-20,6911.48,23,T018,Valid
220,FR0002,D000366,P020,2026-01-16,6911.48,23,T018,Valid
221,FR0002,D000021,P020,2026-01-22,6911.48,23,T018,Valid
222,FR0002,D000021,P020,2026-02-27,12340.75,40,T018,Valid
223,FR0002,D000366,P020,2026-02-26,12340.75,40,T018,Valid
224,FR0002,D000980,P020,2026-02-18,12340.75,40,T018,Valid
225,FR0002,D000247,P020,2026-03-07,7390.89,24,T018,Valid
226,FR0002,D000894,P020,2026-03-13,7390.89,24,T018,Valid
227,FR0002,D000021,P020,2026-03-15,7390.89,24,T018,Valid
228,FR0002,D000995,P020,2026-03-26,7390.89,24,T018,Valid
229,FR0002,D000980,P020,2026-03-23,7390.89,24,T018,Valid
230,FR0002,D000021,P020,2026-04-01,6611.25,22,T018,Valid
231,FR0002,D000894,P020,2026-04-24,6611.25,22,T018,Valid
232,FR0002,D000980,P020,2026-04-18,6611.25,22,T018,Valid
233,FR0002,D000366,P020,2026-04-27,6611.25,22,T018,Valid
234,FR0002,D000995,P020,2026-04-16,6611.25,22,T018,Valid
235,FR0002,D000247,P020,2026-04-25,6611.25,22,T018,Valid
236,FR0002,D000894,P020,2026-05-20,18773.61,61,T018,Valid
237,FR0002,D000980,P020,2026-05-17,18773.61,61,T018,Valid
238,FR0002,D000366,P020,2026-06-10,13793.4,45,T018,Valid
239,FR0002,D000894,P020,2026-06-26,13793.4,45,T018,Valid
240,FR0002,D000995,P020,2026-06-05,13793.4,45,T018,Valid
241,FR0002,D000366,P020,2026-07-22,7303.82,24,T018,Valid
242,FR0002,D000980,P020,2026-07-22,7303.82,24,T018,Valid
243,FR0002,D000247,P020,2026-07-23,7303.82,24,T018,Valid
244,FR0002,D000021,P020,2026-07-06,7303.82,24,T018,Valid
245,FR0002,D000995,P020,2026-07-18,7303.82,24,T018,Valid
246,FR0002,D000894,P020,2026-07-21,7303.82,24,T018,Valid
247,FR0003,D000330,P025,2026-01-13,16141.35,7,T014,Valid
248,FR0003,D000537,P025,2026-01-02,16141.35,7,T014,Valid
249,FR0003,D000014,P025,2026-01-02,16141.35,7,T014,Valid
250,FR0003,D000641,P025,2026-01-09,16141.35,7,T014,Valid
251,FR0003,D000050,P025,2026-01-26,16141.35,7,T014,Valid
252,FR0003,D000700,P025,2026-01-10,16141.35,7,T014,Valid
253,FR0003,D000327,P025,2026-02-27,26477.84,11,T014,Valid
254,FR0003,D000641,P025,2026-02-04,26477.84,11,T014,Valid
255,FR0003,D000014,P025,2026-02-22,26477.84,11,T014,Valid
256,FR0003,D000338,P025,2026-02-18,26477.84,11,T014,Valid
257,FR0003,D000788,P025,2026-03-13,24984.26,10,T014,Valid
258,FR0003,D000700,P025,2026-03-26,24984.26,10,T014,Valid
259,FR0003,D000014,P025,2026-03-11,24984.26,10,T014,Valid
260,FR0003,D000537,P025,2026-03-02,24984.26,10,T014,Valid
261,FR0003,D000327,P025,2026-04-24,18448.52,8,T014,Valid
262,FR0003,D000700,P025,2026-04-07,18448.52,8,T014,Valid
263,FR0003,D000788,P025,2026-04-24,18448.52,8,T014,Valid
264,FR0003,D000338,P025,2026-04-10,18448.52,8,T014,Valid
265,FR0003,D000641,P025,2026-04-06,18448.52,8,T014,Valid
266,FR0003,D000537,P025,2026-05-06,54277.81,22,T001,Valid
267,FR0003,D000330,P025,2026-05-01,54277.81,22,T014,Valid
268,FR0003,D000674,P025,2026-06-27,27004.75,11,T014,Valid
269,FR0003,D000014,P025,2026-06-10,27004.75,11,T014,Valid
270,FR0003,D000700,P025,2026-06-26,27004.75,11,T014,Valid
271,FR0003,D000818,P025,2026-06-18,27004.75,11,T014,Valid
272,FR0003,D000818,P025,2026-07-06,51541.1,21,T014,Valid
273,FR0003,D000641,P025,2026-07-18,51541.1,21,T014,Valid
274,FR0003,D000327,P012,2026-01-18,23117.76,11,T014,Valid
275,FR0003,D000674,P012,2026-01-25,23117.76,11,T014,Valid
276,FR0003,D000641,P012,2026-01-01,23117.76,11,T014,Valid
277,FR0003,D000585,P012,2026-01-22,23117.76,11,T014,Valid
278,FR0003,D000327,P012,2026-02-13,16193.61,8,T014,Valid
279,FR0003,D000014,P012,2026-02-18,16193.61,8,T014,Valid
280,FR0003,D000700,P012,2026-02-10,16193.61,8,T014,Valid
281,FR0003,D000338,P012,2026-02-17,16193.61,8,T014,Valid
282,FR0003,D000537,P012,2026-02-25,16193.61,8,T014,Valid
283,FR0003,D000050,P012,2026-02-17,16193.61,8,T014,Valid
284,FR0003,D000338,P012,2026-03-04,29679.17,14,T014,Valid
285,FR0003,D000641,P012,2026-03-25,29679.17,14,T014,Valid
286,FR0003,D000050,P012,2026-03-18,29679.17,14,T014,Valid
287,FR0003,D000700,P012,2026-04-07,27889.6,13,T014,Valid
288,FR0003,D000537,P012,2026-04-27,27889.6,13,T014,Valid
289,FR0003,D000050,P012,2026-04-24,27889.6,13,T014,Valid
290,FR0003,D000014,P012,2026-05-02,31818.36,15,T014,Valid
291,FR0003,D000585,P012,2026-05-03,31818.36,15,T014,Valid
292,FR0003,D000338,P012,2026-05-06,31818.36,15,T014,Valid
293,FR0003,D000537,P012,2026-06-14,20234.79,10,T014,Valid
294,FR0003,D000818,P012,2026-06-01,20234.79,10,T014,Valid
295,FR0003,D000585,P012,2026-06-22,20234.79,10,T014,Valid
296,FR0003,D000788,P012,2026-06-18,20234.79,10,T014,Valid
297,FR0003,D000014,P012,2026-07-10,15266.01,7,T014,Valid
298,FR0003,D000788,P012,2026-07-22,15266.01,7,T014,Valid
299,FR0003,D000050,P012,2026-07-20,15266.01,7,T014,Valid
300,FR0003,D000338,P012,2026-07-10,15266.01,7,T014,Valid
301,FR0003,D000641,P012,2026-07-15,15266.01,7,T014,Valid
302,FR0003,D000700,P012,2026-07-13,15266.01,7,T014,Valid
303,FR0003,D000330,P018,2026-01-18,18489.53,27,T014,Valid
304,FR0003,D000700,P018,2026-01-05,18489.53,27,T014,Valid
305,FR0003,D000246,P018,2026-01-02,18489.53,27,T014,Valid
306,FR0003,D000818,P018,2026-01-19,18489.53,27,T014,Valid
307,FR0003,D000338,P018,2026-01-13,18489.53,27,T014,Valid
308,FR0003,D000014,P018,2026-01-18,18489.53,27,T014,Valid
309,FR0003,D000327,P018,2026-02-05,31748.93,47,T014,Valid
310,FR0003,D000537,P018,2026-02-06,31748.93,47,T014,Valid
311,FR0003,D000700,P018,2026-02-20,31748.93,47,T014,Valid
312,FR0003,D000641,P018,2026-02-09,31748.93,47,T014,Valid
313,FR0003,D000818,P018,2026-03-15,62483.32,93,T014,Valid
314,FR0003,D000641,P018,2026-03-18,62483.32,93,T014,Valid
315,FR0003,D000585,P018,2026-04-10,18187.65,27,T014,Valid
316,FR0003,D000338,P018,2026-04-03,18187.65,27,T014,Valid
317,FR0003,D000788,P018,2026-04-11,18187.65,27,T014,Valid
318,FR0003,D000246,P018,2026-04-15,18187.65,27,T014,Valid
319,FR0003,D000327,P018,2026-04-20,18187.65,27,T014,Valid
320,FR0003,D000050,P018,2026-04-10,18187.65,27,T014,Valid
321,FR0003,D000537,P018,2026-05-08,30549.98,45,T014,Valid
322,FR0003,D000246,P018,2026-05-08,30549.98,45,T014,Valid
323,FR0003,D000014,P018,2026-05-24,30549.98,45,T014,Valid
324,FR0003,D000338,P018,2026-05-14,30549.98,45,T014,Valid
325,FR0003,D000585,P018,2026-06-18,22176.54,33,T014,Valid
326,FR0003,D000818,P018,2026-06-06,22176.54,33,T014,Valid
327,FR0003,D000338,P018,2026-06-20,22176.54,33,T014,Valid
328,FR0003,D000330,P018,2026-06-27,22176.54,33,T014,Valid
329,FR0003,D000788,P018,2026-06-27,22176.54,33,T014,Valid
330,FR0003,D000788,P018,2026-07-01,56256.54,83,T014,Valid
331,FR0003,D000050,P018,2026-07-21,56256.54,83,T014,Valid
332,FR0004,D000251,P019,2026-01-17,14880.0,7,T008,Valid
333,FR0004,D000898,P019,2026-01-03,14880.0,7,T008,Valid
334,FR0004,D000477,P019,2026-01-12,14880.0,7,T008,Valid
335,FR0004,D000170,P019,2026-01-01,14880.0,7,T008,Valid
336,FR0004,D000917,P019,2026-01-08,14880.0,7,T008,Valid
337,FR0004,D000694,P019,2026-02-19,24958.13,11,T008,Valid
338,FR0004,D000251,P019,2026-02-22,24958.13,11,T008,Valid
339,FR0004,D000898,P019,2026-02-24,24958.13,11,T008,Valid
340,FR0004,D000251,P019,2026-03-02,13954.51,6,T008,Valid
341,FR0004,D000170,P019,2026-03-07,13954.51,6,T008,Valid
342,FR0004,D000477,P019,2026-03-26,13954.51,6,T008,Valid
343,FR0004,D000917,P019,2026-03-13,13954.51,6,T008,Valid
344,FR0004,D000898,P019,2026-03-15,13954.51,6,T008,Valid
345,FR0004,D000917,P019,2026-04-27,74315.61,34,T008,Valid
346,FR0004,D000694,P019,2026-05-17,11674.58,5,T008,Valid
347,FR0004,D000477,P019,2026-05-15,11674.58,5,T008,Valid
348,FR0004,D000898,P019,2026-05-08,11674.58,5,T008,Valid
349,FR0004,D000251,P019,2026-05-17,11674.58,5,T008,Valid
350,FR0004,D000917,P019,2026-05-09,11674.58,5,T008,Valid
351,FR0004,D000170,P019,2026-05-05,11674.58,5,T008,Valid
352,FR0004,D000694,P019,2026-06-16,24528.8,11,T008,Valid
353,FR0004,D000477,P019,2026-06-16,24528.8,11,T008,Valid
354,FR0004,D000170,P019,2026-06-07,24528.8,11,T008,Valid
355,FR0004,D000251,P019,2026-07-19,38606.98,17,T008,Valid
356,FR0004,D000898,P019,2026-07-05,38606.98,17,T008,Valid
357,FR0004,D000694,P013,2026-01-07,15846.74,34,T008,Valid
358,FR0004,D000898,P013,2026-01-20,15846.74,34,T008,Valid
359,FR0004,D000170,P013,2026-01-16,15846.74,34,T008,Valid
360,FR0004,D000477,P013,2026-01-08,15846.74,34,T008,Valid
361,FR0004,D000251,P013,2026-01-14,15846.74,34,T008,Valid
362,FR0004,D000917,P013,2026-01-05,15846.74,34,T008,Valid
363,FR0004,D000477,P013,2026-02-13,18084.4,39,T008,Valid
364,FR0004,D000251,P013,2026-02-05,18084.4,39,T008,Valid
365,FR0004,D000917,P013,2026-02-01,18084.4,39,T008,Valid
366,FR0004,D000898,P013,2026-02-17,18084.4,39,T008,Valid
367,FR0004,D000170,P013,2026-02-22,18084.4,39,T008,Valid
368,FR0004,D000694,P013,2026-02-27,18084.4,39,T008,Valid
369,FR0004,D000170,P013,2026-03-20,15887.99,34,T008,Valid
370,FR0004,D000898,P013,2026-03-27,15887.99,34,T008,Valid
371,FR0004,D000917,P013,2026-03-25,15887.99,34,T008,Valid
372,FR0004,D000694,P013,2026-03-21,15887.99,34,T008,Valid
373,FR0004,D000251,P013,2026-03-17,15887.99,34,T008,Valid
374,FR0004,D000477,P013,2026-03-12,15887.99,34,T008,Valid
375,FR0004,D000694,P013,2026-04-09,20189.13,43,T008,Valid
376,FR0004,D000477,P013,2026-04-25,20189.13,43,T008,Valid
377,FR0004,D000170,P013,2026-04-03,20189.13,43,T008,Valid
378,FR0004,D000251,P013,2026-04-20,20189.13,43,T008,Valid
379,FR0004,D000917,P013,2026-04-14,20189.13,43,T008,Valid
380,FR0004,D000898,P013,2026-05-14,17867.23,38,T008,Valid
381,FR0004,D000170,P013,2026-05-04,17867.23,38,T008,Valid
382,FR0004,D000917,P013,2026-05-14,17867.23,38,T008,Valid
383,FR0004,D000251,P013,2026-05-19,17867.23,38,T008,Valid
384,FR0004,D000694,P013,2026-05-09,17867.23,38,T008,Valid
385,FR0004,D000477,P013,2026-05-14,17867.23,38,T008,Valid
386,FR0004,D000694,P013,2026-06-06,32506.58,70,T008,Valid
387,FR0004,D000898,P013,2026-06-18,32506.58,70,T008,Valid
388,FR0004,D000917,P013,2026-06-16,32506.58,70,T008,Valid
389,FR0004,D000917,P013,2026-07-15,20853.31,45,T008,Valid
390,FR0004,D000251,P013,2026-07-23,20853.31,45,T008,Valid
391,FR0004,D000170,P013,2026-07-04,20853.31,45,T008,Valid
392,FR0004,D000477,P013,2026-07-17,20853.31,45,T008,Valid
393,FR0004,D000694,P013,2026-07-26,20853.31,45,T008,Valid
394,FR0004,D000170,P025,2026-01-16,62025.4,26,T008,Valid
395,FR0004,D000251,P025,2026-01-14,62025.4,26,T008,Valid
396,FR0004,D000898,P025,2026-02-27,25826.51,11,T008,Valid
397,FR0004,D000917,P025,2026-02-01,25826.51,11,T020,Valid
