target_id,representative_id,product_id,target_month,target_amount
303,FR0011,P026,2026-06-01,187047.72
304,FR0011,P005,2026-06-01,247872.17
305,FR0011,P002,2026-07-01,190676.71
306,FR0011,P006,2026-07-01,174420.33
307,FR0011,P026,2026-07-01,224806.97
308,FR0011,P005,2026-07-01,115545.67
309,FR0012,P006,2026-01-01,198285.41
310,FR0012,P016,2026-01-01,75192.35
311,FR0012,P027,2026-01-01,99275.56
312,FR0012,P014,2026-01-01,195780.88
313,FR0012,P006,2026-02-01,99309.52
314,FR0012,P016,2026-02-01,129044.06
315,FR0012,P027,2026-02-01,164821.58
316,FR0012,P014,2026-02-01,243195.63
317,FR0012,P006,2026-03-01,92853.24
318,FR0012,P016,2026-03-01,200400.81
319,FR0012,P027,2026-03-01,55955.81
320,FR0012,P014,2026-03-01,144265.8
321,FR0012,P006,2026-04-01,209641.1
322,FR0012,P016,2026-04-01,153012.23
323,FR0012,P027,2026-04-01,206396.07
324,FR0012,P014,2026-04-01,173412.03
325,FR0012,P006,2026-05-01,119124.9
326,FR0012,P016,2026-05-01,150468.37
327,FR0012,P027,2026-05-01,176124.96
328,FR0012,P014,2026-05-01,183415.2
329,FR0012,P006,2026-06-01,234033.68
330,FR0012,P016,2026-06-01,182958.69
331,FR0012,P027,2026-06-01,55091.06
332,FR0012,P014,2026-06-01,209885.45
333,FR0012,P006,2026-07-01,213771.85
334,FR0012,P016,2026-07-01,56162.41
335,FR0012,P027,2026-07-01,156851.96
336,FR0012,P014,2026-07-01,194766.2
337,FR0013,P009,2026-01-01,96224.92
338,FR0013,P001,2026-01-01,194635.3
339,FR0013,P020,2026-01-01,137518.29
340,FR0013,P007,2026-01-01,249055.48
341,FR0013,P009,2026-02-01,205541.93
342,FR0013,P001,2026-02-01,115861.93
343,FR0013,P020,2026-02-01,75404.83
344,FR0013,P007,2026-02-01,146780.8
345,FR0013,P009,2026-03-01,170458.74
346,FR0013,P001,2026-03-01,77217.15
347,FR0013,P020,2026-03-01,147705.19
348,FR0013,P007,2026-03-01,209451.94
349,FR0013,P009,2026-04-01,187900.97
350,FR0013,P001,2026-04-01,192174.93
351,FR0013,P020,2026-04-01,146874.95
352,FR0013,P007,2026-04-01,87073.78
353,FR0013,P009,2026-05-01,79540.81
354,FR0013,P001,2026-05-01,210092.64
355,FR0013,P020,2026-05-01,249333.88
356,FR0013,P007,2026-05-01,97622.52
357,FR0013,P009,2026-06-01,114017.19
358,FR0013,P001,2026-06-01,205428.76
359,FR0013,P020,2026-06-01,128470.3
360,FR0013,P007,2026-06-01,223018.1
361,FR0013,P009,2026-07-01,87519.37
362,FR0013,P001,2026-07-01,224751.03
363,FR0013,P020,2026-07-01,163339.65
364,FR0013,P007,2026-07-01,231519.97
365,FR0014,P009,2026-01-01,190924.31
366,FR0014,P012,2026-01-01,128926.38
367,FR0014,P004,2026-01-01,212962.6
368,FR0014,P003,2026-01-01,247737.77
369,FR0014,P009,2026-02-01,206272.51
370,FR0014,P012,2026-02-01,134416.59
371,FR0014,P004,2026-02-01,159329.2
372,FR0014,P003,2026-02-01,84698.05
373,FR0014,P009,2026-03-01,241824.42
374,FR0014,P012,2026-03-01,216648.74
375,FR0014,P004,2026-03-01,206653.38
376,FR0014,P003,2026-03-01,225749.21
377,FR0014,P009,2026-04-01,94947.61
378,FR0014,P012,2026-04-01,166212.32
379,FR0014,P004,2026-04-01,135219.08
380,FR0014,P003,2026-04-01,194310.02
381,FR0014,P009,2026-05-01,239868.49
382,FR0014,P012,2026-05-01,240074.41
383,FR0014,P004,2026-05-01,215588.2
384,FR0014,P003,2026-05-01,114741.45
385,FR0014,P009,2026-06-01,79788.17
386,FR0014,P012,2026-06-01,164992.41
387,FR0014,P004,2026-06-01,129023.14
388,FR0014,P003,2026-06-01,110965.17
389,FR0014,P009,2026-07-01,241920.97
390,FR0014,P012,2026-07-01,63139.44
391,FR0014,P004,2026-07-01,186039.49
392,FR0014,P003,2026-07-01,152407.26
393,FR0015,P007,2026-01-01,181670.99
394,FR0015,P030,2026-01-01,140694.9
395,FR0015,P029,2026-01-01,88661.71
396,FR0015,P005,2026-01-01,164670.11
397,FR0015,P007,2026-02-01,166590.2
398,FR0015,P030,2026-02-01,67453.56
399,FR0015,P029,2026-02-01,102617.82
400,FR0015,P005,2026-02-01,129923.0
401,FR0015,P007,2026-03-01,235285.22
402,FR0015,P030,2026-03-01,222073.73
403,FR0015,P029,2026-03-01,205055.93
404,FR0015,P005,2026-03-01,237452.32
405,FR0015,P007,2026-04-01,136526.22
406,FR0015,P030,2026-04-01,189012.05
407,FR0015,P029,2026-04-01,221544.48
408,FR0015,P005,2026-04-01,118043.92
409,FR0015,P007,2026-05-01,231143.32
410,FR0015,P030,2026-05-01,62670.19
411,FR0015,P029,2026-05-01,125643.54
412,FR0015,P005,2026-05-01,226448.46
413,FR0015,P007,2026-06-01,224022.96
414,FR0015,P030,2026-06-01,179760.97
415,FR0015,P029,2026-06-01,122133.28
416,FR0015,P005,2026-06-01,174010.41
417,FR0015,P007,2026-07-01,237805.55
418,FR0015,P030,2026-07-01,166092.33
419,FR0015,P029,2026-07-01,238309.04
420,FR0015,P005,2026-07-01,169389.11
421,FR0016,P027,2026-01-01,131194.61
422,FR0016,P014,2026-01-01,198127.97
423,FR0016,P019,2026-01-01,77582.32
424,FR0016,P015,2026-01-01,125647.75
425,FR0016,P027,2026-02-01,246688.29
426,FR0016,P014,2026-02-01,164420.16
427,FR0016,P019,2026-02-01,164670.27
428,FR0016,P015,2026-02-01,209741.03
429,FR0016,P027,2026-03-01,187256.47
430,FR0016,P014,2026-03-01,219509.26
431,FR0016,P019,2026-03-01,96899.3
432,FR0016,P015,2026-03-01,183325.84
433,FR0016,P027,2026-04-01,197590.47
434,FR0016,P014,2026-04-01,89420.44
435,FR0016,P019,2026-04-01,185973.76
436,FR0016,P015,2026-04-01,244767.02
437,FR0016,P027,2026-05-01,109351.57
438,FR0016,P014,2026-05-01,70717.42
439,FR0016,P019,2026-05-01,133618.25
440,FR0016,P015,2026-05-01,135965.04
441,FR0016,P027,2026-06-01,73928.18
442,FR0016,P014,2026-06-01,143583.61
443,FR0016,P019,2026-06-01,202790.03
444,FR0016,P015,2026-06-01,191640.48
445,FR0016,P027,2026-07-01,104682.77
446,FR0016,P014,2026-07-01,86221.28
447,FR0016,P019,2026-07-01,69753.03
448,FR0016,P015,2026-07-01,87185.97
449,FR0017,P010,2026-01-01,212016.73
450,FR0017,P005,2026-01-01,208791.71
451,FR0017,P021,2026-01-01,218280.39
452,FR0017,P004,2026-01-01,88359.81
453,FR0017,P010,2026-02-01,152642.79
454,FR0017,P005,2026-02-01,183630.59
455,FR0017,P021,2026-02-01,224775.07
456,FR0017,P004,2026-02-01,186495.12
457,FR0017,P010,2026-03-01,55651.1
458,FR0017,P005,2026-03-01,96514.91
459,FR0017,P021,2026-03-01,138751.38
460,FR0017,P004,2026-03-01,70791.4
461,FR0017,P010,2026-04-01,115332.62
462,FR0017,P005,2026-04-01,56251.0
463,FR0017,P021,2026-04-01,85331.37
464,FR0017,P004,2026-04-01,235622.74
465,FR0017,P010,2026-05-01,158089.82
466,FR0017,P005,2026-05-01,195748.33
467,FR0017,P021,2026-05-01,115385.59
468,FR0017,P004,2026-05-01,151223.34
469,FR0017,P010,2026-06-01,91157.86
470,FR0017,P005,2026-06-01,83658.32
471,FR0017,P021,2026-06-01,70224.31
472,FR0017,P004,2026-06-01,109684.15
473,FR0017,P010,2026-07-01,91454.11
474,FR0017,P005,2026-07-01,241195.16
475,FR0017,P021,2026-07-01,67515.37
476,FR0017,P004,2026-07-01,93517.53
477,FR0018,P021,2026-01-01,246940.71
478,FR0018,P014,2026-01-01,191793.31
479,FR0018,P024,2026-01-01,249245.29
480,FR0018,P007,2026-01-01,63087.68
481,FR0018,P021,2026-02-01,137899.18
482,FR0018,P014,2026-02-01,65569.74
483,FR0018,P024,2026-02-01,184741.68
484,FR0018,P007,2026-02-01,176557.18
485,FR0018,P021,2026-03-01,62901.5
486,FR0018,P014,2026-03-01,249998.88
487,FR0018,P024,2026-03-01,96046.67
488,FR0018,P007,2026-03-01,211281.48
489,FR0018,P021,2026-04-01,201940.05
490,FR0018,P014,2026-04-01,102238.38
491,FR0018,P024,2026-04-01,175643.66
492,FR0018,P007,2026-04-01,190314.73
493,FR0018,P021,2026-05-01,224326.45
494,FR0018,P014,2026-05-01,223070.23
495,FR0018,P024,2026-05-01,92235.4
496,FR0018,P007,2026-05-01,237357.3
497,FR0018,P021,2026-06-01,176751.84
498,FR0018,P014,2026-06-01,239002.69
499,FR0018,P024,2026-06-01,83274.93
500,FR0018,P007,2026-06-01,110538.69
501,FR0018,P021,2026-07-01,146952.93
502,FR0018,P014,2026-07-01,132033.4
503,FR0018,P024,2026-07-01,164288.79
504,FR0018,P007,2026-07-01,78148.41
505,FR0019,P022,2026-01-01,234609.06
506,FR0019,P005,2026-01-01,76590.29
507,FR0019,P002,2026-01-01,239318.4
508,FR0019,P013,2026-01-01,168373.51
509,FR0019,P022,2026-02-01,195166.46
510,FR0019,P005,2026-02-01,118198.38
511,FR0019,P002,2026-02-01,160211.23
512,FR0019,P013,2026-02-01,58310.98
513,FR0019,P022,2026-03-01,235849.82
514,FR0019,P005,2026-03-01,236237.95
515,FR0019,P002,2026-03-01,119314.34
516,FR0019,P013,2026-03-01,73699.29
517,FR0019,P022,2026-04-01,161331.25
518,FR0019,P005,2026-04-01,164580.74
519,FR0019,P002,2026-04-01,187338.25
520,FR0019,P013,2026-04-01,69995.85
521,FR0019,P022,2026-05-01,162837.81
522,FR0019,P005,2026-05-01,178880.95
523,FR0019,P002,2026-05-01,244371.23
524,FR0019,P013,2026-05-01,135444.04
525,FR0019,P022,2026-06-01,85199.04
526,FR0019,P005,2026-06-01,238286.18
527,FR0019,P002,2026-06-01,169384.4
528,FR0019,P013,2026-06-01,89094.81
529,FR0019,P022,2026-07-01,234056.2
530,FR0019,P005,2026-07-01,114448.61
531,FR0019,P002,2026-07-01,195930.19
532,FR0019,P013,2026-07-01,117742.4
533,FR0020,P007,2026-01-01,72195.81
534,FR0020,P030,2026-01-01,94607.35
535,FR0020,P017,2026-01-01,143189.16
536,FR0020,P014,2026-01-01,108157.4
537,FR0020,P007,2026-02-01,127205.96
538,FR0020,P030,2026-02-01,136215.21
539,FR0020,P017,2026-02-01,135869.3
540,FR0020,P014,2026-02-01,52169.56
541,FR0020,P007,2026-03-01,104540.93
542,FR0020,P030,2026-03-01,95303.36
543,FR0020,P017,2026-03-01,186390.51
544,FR0020,P014,2026-03-01,146819.96
545,FR0020,P007,2026-04-01,183638.22
546,FR0020,P030,2026-04-01,188866.82
547,FR0020,P017,2026-04-01,97385.18
548,FR0020,P014,2026-04-01,143924.02
549,FR0020,P007,2026-05-01,75410.74
550,FR0020,P030,2026-05-01,190159.02
551,FR0020,P017,2026-05-01,146776.57
552,FR0020,P014,2026-05-01,133520.86
553,FR0020,P007,2026-06-01,200578.22
554,FR0020,P030,2026-06-01,220885.09
555,FR0020,P017,2026-06-01,242652.09
556,FR0020,P014,2026-06-01,210917.57
557,FR0020,P007,2026-07-01,84815.94
558,FR0020,P030,2026-07-01,140685.94
559,FR0020,P017,2026-07-01,155729.59
560,FR0020,P014,2026-07-01,203178.28
561,FR0021,P010,2026-01-01,187493.66
562,FR0021,P028,2026-01-01,174358.65
563,FR0021,P001,2026-01-01,140210.26
564,FR0021,P022,2026-01-01,247455.25
565,FR0021,P010,2026-02-01,135236.82
566,FR0021,P028,2026-02-01,247191.0
567,FR0021,P001,2026-02-01,220809.55
568,FR0021,P022,2026-02-01,104570.44
569,FR0021,P010,2026-03-01,160922.26
570,FR0021,P028,2026-03-01,83940.66
571,FR0021,P001,2026-03-01,89075.44
572,FR0021,P022,2026-03-01,173172.17
573,FR0021,P010,2026-04-01,245547.07
574,FR0021,P028,2026-04-01,178972.45
575,FR0021,P001,2026-04-01,227773.81
576,FR0021,P022,2026-04-01,160390.79
577,FR0021,P010,2026-05-01,227066.18
578,FR0021,P028,2026-05-01,140452.96
579,FR0021,P001,2026-05-01,198677.71
580,FR0021,P022,2026-05-01,237201.04
581,FR0021,P010,2026-06-01,127025.34
582,FR0021,P028,2026-06-01,101569.36
583,FR0021,P001,2026-06-01,242914.24
584,FR0021,P022,2026-06-01,52854.74
585,FR0021,P010,2026-07-01,205826.94
586,FR0021,P028,2026-07-01,73404.17
587,FR0021,P001,2026-07-01,214133.34
588,FR0021,P022,2026-07-01,177637.43
589,FR0022,P012,2026-01-01,140610.22
590,FR0022,P008,2026-01-01,116974.9
591,FR0022,P029,2026-01-01,209851.32
592,FR0022,P004,2026-01-01,102099.35
593,FR0022,P012,2026-02-01,217585.53
594,FR0022,P008,2026-02-01,136891.27
595,FR0022,P029,2026-02-01,108992.02
596,FR0022,P004,2026-02-01,96794.34
597,FR0022,P012,2026-03-01,219135.45
598,FR0022,P008,2026-03-01,230515.23
599,FR0022,P029,2026-03-01,104370.67
600,FR0022,P004,2026-03-01,95338.89
601,FR0022,P012,2026-04-01,224609.21
602,FR0022,P008,2026-04-01,75140.06
603,FR0022,P029,2026-04-01,125727.33
604,FR0022,P004,2026-04-01,117259.96
605,FR0022,P012,2026-05-01,119138.84
606,FR0022,P008,2026-05-01,133633.05
607,FR0022,P029,2026-05-01,167791.2
608,FR0022,P004,2026-05-01,61483.26
609,FR0022,P012,2026-06-01,108854.52
610,FR0022,P008,2026-06-01,101599.73
611,FR0022,P029,2026-06-01,121156.84
612,FR0022,P004,2026-06-01,182015.75
613,FR0022,P012,2026-07-01,62361.77
614,FR0022,P008,2026-07-01,120526.82
615,FR0022,P029,2026-07-01,89324.25
616,FR0022,P004,2026-07-01,185444.7
617,FR0023,P002,2026-01-01,179265.15
618,FR0023,P007,2026-01-01,82092.75
619,FR0023,P017,2026-01-01,201147.03
620,FR0023,P011,2026-01-01,87208.72
621,FR0023,P002,2026-02-01,73177.23
622,FR0023,P007,2026-02-01,92024.7
623,FR0023,P017,2026-02-01,173548.43
624,FR0023,P011,2026-02-01,248343.04
625,FR0023,P002,2026-03-01,147238.4
626,FR0023,P007,2026-03-01,93237.26
627,FR0023,P017,2026-03-01,214594.72
628,FR0023,P011,2026-03-01,111735.56
629,FR0023,P002,2026-04-01,236695.34
630,FR0023,P007,2026-04-01,157156.3
631,FR0023,P017,2026-04-01,186625.5
632,FR0023,P011,2026-04-01,122952.86
633,FR0023,P002,2026-05-01,165789.89
634,FR0023,P007,2026-05-01,224290.02
