payout_id,representative_id,product_id,program_id,payout_month,sales_target,actual_sales,sales_achievement,base_incentive,achievement_multiplier,calculated_payout,maximum_payout,expected_payout,actual_payout,payout_difference,status
PAYOUT_0000270,FR0007,P028,PG001,2026-04-01,89059.52,55784.34,62.64,2789.22,0.75,2091.91,4183.83,2091.91,2091.91,0.0,Paid
PAYOUT_0000156,FR0004,P021,PG001,2026-02-01,118136.71,79129.88,66.98,3956.49,0.75,2967.37,5934.74,2967.37,2967.37,0.0,Paid
PAYOUT_0000010,FR0001,P011,PG001,2026-03-01,77396.02,91676.67,118.45,4583.83,1.25,5729.79,6875.75,5729.79,5729.79,0.0,Adjusted
PAYOUT_0000180,FR0005,P008,PG001,2026-05-01,108355.96,79401.48,73.28,3970.07,0.75,2977.56,5955.11,2977.56,2977.56,0.0,Paid
PAYOUT_0000388,FR0011,P003,PG001,2026-03-01,86300.83,74043.03,85.8,3702.15,1.0,3702.15,5553.23,3702.15,3702.15,0.0,Paid
PAYOUT_0000922,FR0026,P009,PG001,2026-05-01,178191.23,87468.44,49.09,4373.42,0.5,2186.71,6560.13,2186.71,2186.71,0.0,Paid
PAYOUT_0000653,FR0018,P029,PG001,2026-02-01,123579.28,125430.8,101.5,6271.54,1.25,7839.43,9407.31,7839.43,7839.43,0.0,Paid
PAYOUT_0000245,FR0007,P002,PG001,2026-07-01,179053.46,129526.77,72.34,6476.34,0.75,4857.25,9714.51,4857.25,4857.25,0.0,Paid
PAYOUT_0000927,FR0026,P020,PG001,2026-03-01,106167.22,104222.19,98.17,5211.11,1.0,5211.11,7816.66,5211.11,5211.11,0.0,Paid
PAYOUT_0001116,FR0030,P024,PG001,2026-03-01,138235.34,75918.12,54.92,3795.91,0.75,2846.93,5693.86,2846.93,2846.93,0.0,Pending
PAYOUT_0000607,FR0017,P018,PG001,2026-05-01,68371.09,53744.73,78.61,2687.24,1.0,2687.24,4030.85,2687.24,2687.24,0.0,Paid
PAYOUT_0000509,FR0014,P007,PG001,2026-05-01,85966.53,140402.2,163.32,7020.11,1.5,10530.16,10530.16,10530.16,10530.16,0.0,Paid
PAYOUT_0000746,FR0021,P020,PG001,2026-04-01,160590.87,146160.44,91.01,7308.02,1.0,7308.02,10962.03,7308.02,7308.02,0.0,Paid
PAYOUT_0001017,FR0028,P010,PG001,2026-02-01,90582.71,132118.92,145.85,6605.95,1.5,9908.92,9908.92,9908.92,9908.92,0.0,Paid
PAYOUT_0000726,FR0020,P025,PG001,2026-05-01,96143.38,134887.02,140.3,6744.35,1.5,10116.53,10116.53,10116.53,10116.53,0.0,Paid
PAYOUT_0000721,FR0020,P018,PG001,2026-07-01,151399.06,109175.8,72.11,5458.79,0.75,4094.09,8188.19,4094.09,4094.09,0.0,Paid
PAYOUT_0000048,FR0001,P017,PG001,2026-06-01,89120.71,64585.2,72.47,3229.26,0.75,2421.95,4843.89,2421.95,2421.95,0.0,Paid
PAYOUT_0000870,FR0025,P016,PG001,2026-02-01,75023.35,84726.02,112.93,4236.3,1.25,5295.38,6354.45,5295.38,5295.38,0.0,Adjusted
PAYOUT_0000137,FR0004,P024,PG001,2026-04-01,121961.38,107109.87,87.82,5355.49,1.0,5355.49,8033.24,5355.49,5355.49,0.0,Paid
PAYOUT_0000897,FR0025,P015,PG001,2026-01-01,157087.77,37584.52,23.93,1879.23,0.5,939.61,2818.84,939.61,939.61,0.0,Adjusted
PAYOUT_0000370,FR0010,P003,PG001,2026-06-01,110928.09,65165.52,58.75,3258.28,0.75,2443.71,4887.41,2443.71,2443.71,0.0,Paid
PAYOUT_0000356,FR0010,P008,PG001,2026-06-01,118195.02,71448.58,60.45,3572.43,0.75,2679.32,5358.64,2679.32,2679.32,0.0,Paid
PAYOUT_0000714,FR0020,P006,PG001,2026-07-01,97288.69,163428.24,167.98,8171.41,1.5,12257.12,12257.12,12257.12,12257.12,0.0,Paid
PAYOUT_0000730,FR0020,P011,PG001,2026-02-01,68106.44,57710.48,84.74,2885.52,1.0,2885.52,4328.29,2885.52,2885.52,0.0,Paid
PAYOUT_0000903,FR0025,P015,PG001,2026-07-01,64494.22,48304.86,74.9,2415.24,0.75,1811.43,3622.86,1811.43,1811.43,0.0,Paid
PAYOUT_0000933,FR0026,P024,PG001,2026-02-01,78268.38,50591.4,64.64,2529.57,0.75,1897.18,3794.36,1897.18,1897.18,0.0,Pending
PAYOUT_0000145,FR0004,P014,PG001,2026-05-01,72315.48,108200.43,149.62,5410.02,1.5,8115.03,8115.03,8115.03,8115.03,0.0,Pending
PAYOUT_0000297,FR0008,P029,PG001,2026-03-01,108253.01,107723.46,99.51,5386.17,1.0,5386.17,8079.26,5386.17,5386.17,0.0,Paid
PAYOUT_0000110,FR0003,P001,PG001,2026-05-01,135013.5,67552.02,50.03,3377.6,0.75,2533.2,5066.4,2533.2,2533.2,0.0,Pending
PAYOUT_0001076,FR0029,P006,PG001,2026-05-01,79098.88,78926.28,99.78,3946.31,1.0,3946.31,5919.47,3946.31,3946.31,0.0,Paid
PAYOUT_0000832,FR0023,P028,PG001,2026-06-01,89847.68,109917.06,122.34,5495.85,1.25,6869.82,8243.78,6869.82,6869.82,0.0,Paid
PAYOUT_0000163,FR0005,P001,PG001,2026-02-01,144687.04,97980.72,67.72,4899.04,0.75,3674.28,7348.55,3674.28,3674.28,0.0,Paid
PAYOUT_0000989,FR0027,P007,PG001,2026-02-01,156605.19,94212.4,60.16,4710.62,0.75,3532.97,7065.93,3532.97,3532.97,0.0,Paid
PAYOUT_0000138,FR0004,P024,PG001,2026-05-01,124667.27,141400.86,113.42,7070.04,1.25,8837.55,10605.06,8837.55,8837.55,0.0,Paid
PAYOUT_0001141,FR0030,P010,PG001,2026-07-01,113142.81,101803.98,89.98,5090.2,1.0,5090.2,7635.3,5090.2,5090.2,0.0,Pending
PAYOUT_0000834,FR0023,P021,PG001,2026-01-01,97544.56,103757.36,106.37,5187.87,1.25,6484.84,7781.8,6484.84,6484.84,0.0,Paid
PAYOUT_0000058,FR0002,P012,PG001,2026-02-01,165380.1,84020.52,50.8,4201.03,0.75,3150.77,6301.54,3150.77,3150.77,0.0,Pending
PAYOUT_0000650,FR0018,P002,PG001,2026-06-01,79105.31,86472.15,109.31,4323.61,1.25,5404.51,6485.41,5404.51,5404.51,0.0,Pending
PAYOUT_0001027,FR0028,P024,PG001,2026-05-01,179307.15,121020.38,67.49,6051.02,0.75,4538.26,9076.53,4538.26,4538.26,0.0,Paid
PAYOUT_0000260,FR0007,P007,PG001,2026-01-01,166451.87,54008.6,32.45,2700.43,0.5,1350.22,4050.65,1350.22,1350.22,0.0,Paid
PAYOUT_0000491,FR0014,P002,PG001,2026-01-01,166362.72,62766.88,37.73,3138.34,0.5,1569.17,4707.52,1569.17,1569.17,0.0,Paid
PAYOUT_0000160,FR0004,P021,PG001,2026-06-01,156184.48,171695.96,109.93,8584.8,1.25,10731.0,12877.2,10731.0,10731.0,0.0,Adjusted
PAYOUT_0000888,FR0025,P024,PG001,2026-06-01,116687.58,120140.5,102.96,6007.03,1.25,7508.78,9010.54,7508.78,7508.78,0.0,Paid
PAYOUT_0000647,FR0018,P002,PG001,2026-03-01,60795.51,127287.48,209.37,6364.37,1.5,9546.56,9546.56,9546.56,12815.83,3269.27,Paid
PAYOUT_0000049,FR0001,P017,PG001,2026-07-01,149968.21,64960.14,43.32,3248.01,0.5,1624.0,4872.01,1624.0,1624.0,0.0,Pending
PAYOUT_0000085,FR0003,P011,PG001,2026-01-01,140845.12,130977.66,92.99,6548.88,1.0,6548.88,9823.32,6548.88,6548.88,0.0,Paid
PAYOUT_0000350,FR0010,P025,PG001,2026-07-01,124175.54,95009.64,76.51,4750.48,1.0,4750.48,7125.72,4750.48,4750.48,0.0,Pending
PAYOUT_0000561,FR0016,P010,PG001,2026-01-01,71995.95,83478.52,115.95,4173.93,1.25,5217.41,6260.89,5217.41,5217.41,0.0,Paid
PAYOUT_0001107,FR0030,P025,PG001,2026-01-01,89570.01,147243.57,164.39,7362.18,1.5,11043.27,11043.27,11043.27,11043.27,0.0,Paid
PAYOUT_0000740,FR0020,P024,PG001,2026-05-01,153344.74,56929.36,37.13,2846.47,0.5,1423.23,4269.7,1423.23,1423.23,0.0,Paid
PAYOUT_0000625,FR0017,P021,PG001,2026-02-01,89449.07,125718.48,140.55,6285.92,1.5,9428.89,9428.89,9428.89,9428.89,0.0,Paid
PAYOUT_0000486,FR0014,P021,PG001,2026-03-01,112434.35,37686.35,33.52,1884.32,0.5,942.16,2826.48,942.16,942.16,0.0,Pending
PAYOUT_0000368,FR0010,P003,PG001,2026-04-01,113251.54,63086.3,55.7,3154.32,0.75,2365.74,4731.47,2365.74,2365.74,0.0,Pending
PAYOUT_0000840,FR0023,P021,PG001,2026-07-01,155813.67,93350.5,59.91,4667.53,0.75,3500.64,7001.29,3500.64,3500.64,0.0,Paid
PAYOUT_0000187,FR0005,P026,PG001,2026-05-01,166337.03,103970.18,62.51,5198.51,0.75,3898.88,7797.76,3898.88,3898.88,0.0,Paid
PAYOUT_0000574,FR0016,P021,PG001,2026-07-01,140195.57,132313.83,94.38,6615.69,1.0,6615.69,9923.54,6615.69,6615.69,0.0,Paid
PAYOUT_0000194,FR0006,P024,PG001,2026-05-01,160717.3,104608.02,65.09,5230.4,0.75,3922.8,7845.6,3922.8,3922.8,0.0,Paid
PAYOUT_0000805,FR0022,P003,PG001,2026-07-01,72388.83,41853.24,57.82,2092.66,0.75,1569.5,3138.99,1569.5,1569.5,0.0,Adjusted
PAYOUT_0000309,FR0008,P030,PG001,2026-01-01,74651.6,91330.44,122.34,4566.52,1.25,5708.15,6849.78,5708.15,5708.15,0.0,Paid
PAYOUT_0000651,FR0018,P002,PG001,2026-07-01,69872.29,81039.78,115.98,4051.99,1.25,5064.99,6077.98,5064.99,5064.99,0.0,Paid
PAYOUT_0000205,FR0006,P001,PG001,2026-02-01,93331.59,96243.4,103.12,4812.17,1.25,6015.21,7218.26,6015.21,3674.53,-2340.69,Paid
PAYOUT_0000344,FR0010,P025,PG001,2026-01-01,99765.74,99036.27,99.27,4951.81,1.0,4951.81,7427.72,4951.81,4951.81,0.0,Paid
PAYOUT_0000816,FR0022,P002,PG001,2026-04-01,61950.9,155156.88,250.45,7757.84,1.5,11636.77,11636.77,11636.77,9564.06,-2072.7,Pending
PAYOUT_0000069,FR0002,P017,PG001,2026-06-01,153020.41,77432.49,50.6,3871.62,0.75,2903.72,5807.44,2903.72,2903.72,0.0,Paid
PAYOUT_0000891,FR0025,P030,PG001,2026-02-01,133612.42,146092.0,109.34,7304.6,1.25,9130.75,10956.9,9130.75,9130.75,0.0,Paid
PAYOUT_0000064,FR0002,P017,PG001,2026-01-01,102960.9,95163.3,92.43,4758.16,1.0,4758.16,7137.25,4758.16,4758.16,0.0,Paid
PAYOUT_0000648,FR0018,P002,PG001,2026-04-01,81455.69,88847.5,109.07,4442.38,1.25,5552.97,6663.56,5552.97,5552.97,0.0,Paid
PAYOUT_0000931,FR0026,P020,PG001,2026-07-01,164286.39,98202.25,59.78,4910.11,0.75,3682.58,7365.17,3682.58,3682.58,0.0,Paid
PAYOUT_0001081,FR0029,P024,PG001,2026-03-01,169017.11,76086.05,45.02,3804.3,0.5,1902.15,5706.45,1902.15,1902.15,0.0,Adjusted
PAYOUT_0000436,FR0013,P030,PG001,2026-02-01,175430.91,143102.6,81.57,7155.13,1.0,7155.13,10732.7,7155.13,7155.13,0.0,Paid
PAYOUT_0000627,FR0017,P021,PG001,2026-04-01,90711.01,127135.64,140.15,6356.78,1.5,9535.17,9535.17,9535.17,9535.17,0.0,Adjusted
PAYOUT_0000959,FR0027,P002,PG001,2026-07-01,66645.93,87203.76,130.85,4360.19,1.5,6540.28,6540.28,6540.28,6540.28,0.0,Paid
PAYOUT_0001062,FR0029,P007,PG001,2026-05-01,95486.18,53841.69,56.39,2692.08,0.75,2019.06,4038.13,2019.06,2019.06,0.0,Paid
PAYOUT_0000009,FR0001,P011,PG001,2026-02-01,101341.85,84053.34,82.94,4202.67,1.0,4202.67,6304.0,4202.67,4202.67,0.0,Paid
PAYOUT_0000074,FR0002,P018,PG001,2026-04-01,72913.34,129988.88,178.28,6499.44,1.5,9749.17,9749.17,9749.17,9749.17,0.0,Pending
PAYOUT_0001061,FR0029,P007,PG001,2026-04-01,143195.73,56054.6,39.15,2802.73,0.5,1401.37,4204.1,1401.37,1401.37,0.0,Paid
PAYOUT_0000021,FR0001,P028,PG001,2026-07-01,160381.34,57361.74,35.77,2868.09,0.5,1434.04,4302.13,1434.04,1434.04,0.0,Paid
PAYOUT_0000280,FR0007,P021,PG001,2026-07-01,148848.25,52583.28,35.33,2629.16,0.5,1314.58,3943.75,1314.58,1314.58,0.0,Paid
PAYOUT_0000520,FR0014,P018,PG001,2026-02-01,112258.87,126630.84,112.8,6331.54,1.25,7914.43,9497.31,7914.43,7914.43,0.0,Paid
PAYOUT_0000905,FR0025,P028,PG001,2026-02-01,115665.5,101275.04,87.56,5063.75,1.0,5063.75,7595.63,5063.75,5063.75,0.0,Paid
PAYOUT_0000417,FR0012,P022,PG001,2026-04-01,124979.72,117461.94,93.98,5873.1,1.0,5873.1,8809.65,5873.1,5873.1,0.0,Paid
PAYOUT_0001133,FR0030,P002,PG001,2026-06-01,163466.19,52872.44,32.34,2643.62,0.5,1321.81,3965.43,1321.81,1321.81,0.0,Paid
PAYOUT_0000622,FR0017,P026,PG001,2026-06-01,160157.32,122542.85,76.51,6127.14,1.0,6127.14,9190.71,6127.14,3905.71,-2221.43,Adjusted
PAYOUT_0000181,FR0005,P008,PG001,2026-06-01,148649.94,98062.5,65.97,4903.12,0.75,3677.34,7354.69,3677.34,3677.34,0.0,Paid
PAYOUT_0000501,FR0014,P017,PG001,2026-04-01,169765.63,65167.02,38.39,3258.35,0.5,1629.18,4887.53,1629.18,1629.18,0.0,Paid
PAYOUT_0000519,FR0014,P018,PG001,2026-01-01,147877.75,117000.56,79.12,5850.03,1.0,5850.03,8775.04,5850.03,9802.54,3952.52,Paid
PAYOUT_0000132,FR0004,P009,PG001,2026-06-01,74952.1,48425.68,64.61,2421.28,0.75,1815.96,3631.93,1815.96,1815.96,0.0,Paid
PAYOUT_0000355,FR0010,P008,PG001,2026-05-01,147299.17,111922.65,75.98,5596.13,1.0,5596.13,8394.2,5596.13,5596.13,0.0,Pending
PAYOUT_0000022,FR0001,P004,PG001,2026-01-01,129186.13,92550.78,71.64,4627.54,0.75,3470.65,6941.31,3470.65,3470.65,0.0,Paid
PAYOUT_0000850,FR0024,P028,PG001,2026-03-01,111762.77,122152.7,109.3,6107.64,1.25,7634.54,9161.45,7634.54,7634.54,0.0,Pending
PAYOUT_0000579,FR0016,P014,PG001,2026-05-01,91683.27,91378.43,99.67,4568.92,1.0,4568.92,6853.38,4568.92,4568.92,0.0,Paid
PAYOUT_0000628,FR0017,P021,PG001,2026-05-01,168541.71,145195.26,86.15,7259.76,1.0,7259.76,10889.64,7259.76,7259.76,0.0,Paid
PAYOUT_0000063,FR0002,P012,PG001,2026-07-01,125040.0,46378.31,37.09,2318.92,0.5,1159.46,3478.37,1159.46,1159.46,0.0,Paid
PAYOUT_0000841,FR0024,P001,PG001,2026-01-01,114281.0,128140.75,112.13,6407.04,1.25,8008.8,9610.56,8008.8,8008.8,0.0,Paid
PAYOUT_0000387,FR0011,P003,PG001,2026-02-01,96001.45,75753.72,78.91,3787.69,1.0,3787.69,5681.53,3787.69,10657.22,6869.54,Paid
PAYOUT_0000649,FR0018,P002,PG001,2026-05-01,69514.56,124823.14,179.56,6241.16,1.5,9361.74,9361.74,9361.74,9361.74,0.0,Paid
PAYOUT_0000148,FR0004,P020,PG001,2026-01-01,173241.93,136002.32,78.5,6800.12,1.0,6800.12,10200.17,6800.12,6800.12,0.0,Paid
PAYOUT_0000208,FR0006,P001,PG001,2026-05-01,175030.82,103441.52,59.1,5172.08,0.75,3879.06,7758.11,3879.06,3879.06,0.0,Paid
PAYOUT_0000325,FR0009,P017,PG001,2026-03-01,121254.05,119424.64,98.49,5971.23,1.0,5971.23,8956.85,5971.23,5971.23,0.0,Paid
PAYOUT_0000670,FR0018,P012,PG001,2026-05-01,119562.17,134098.38,112.16,6704.92,1.25,8381.15,10057.38,8381.15,8381.15,0.0,Adjusted
PAYOUT_0001125,FR0030,P027,PG001,2026-05-01,65185.79,83708.82,128.42,4185.44,1.5,6278.16,6278.16,6278.16,6278.16,0.0,Adjusted
PAYOUT_0000259,FR0007,P022,PG001,2026-07-01,105012.97,74759.18,71.19,3737.96,0.75,2803.47,5606.94,2803.47,2803.47,0.0,Paid
PAYOUT_0000638,FR0018,P016,PG001,2026-01-01,85061.7,43624.02,51.29,2181.2,0.75,1635.9,3271.8,1635.9,1635.9,0.0,Paid
PAYOUT_0000418,FR0012,P022,PG001,2026-05-01,89344.46,107818.04,120.68,5390.9,1.25,6738.63,8086.35,6738.63,6738.63,0.0,Paid
PAYOUT_0000581,FR0016,P014,PG001,2026-07-01,163054.23,84707.55,51.95,4235.38,0.75,3176.53,6353.07,3176.53,3176.53,0.0,Paid
PAYOUT_0001016,FR0028,P010,PG001,2026-01-01,68093.76,149573.86,219.66,7478.69,1.5,11218.04,11218.04,11218.04,11218.04,0.0,Pending
PAYOUT_0001111,FR0030,P025,PG001,2026-05-01,169483.84,159309.66,94.0,7965.48,1.0,7965.48,11948.22,7965.48,7965.48,0.0,Paid
PAYOUT_0000636,FR0018,P018,PG001,2026-06-01,167920.02,66654.06,39.69,3332.7,0.5,1666.35,4999.05,1666.35,1666.35,0.0,Paid
PAYOUT_0000825,FR0023,P020,PG001,2026-06-01,98549.99,99369.24,100.83,4968.46,1.25,6210.58,7452.69,6210.58,6210.58,0.0,Adjusted
PAYOUT_0000114,FR0003,P010,PG001,2026-02-01,140801.71,48574.26,34.5,2428.71,0.5,1214.36,3643.07,1214.36,1214.36,0.0,Paid
PAYOUT_0000315,FR0008,P030,PG001,2026-07-01,172236.34,94586.07,54.92,4729.3,0.75,3546.98,7093.96,3546.98,3546.98,0.0,Paid
PAYOUT_0000869,FR0025,P016,PG001,2026-01-01,72232.28,92134.14,127.55,4606.71,1.5,6910.06,6910.06,6910.06,6910.06,0.0,Pending
PAYOUT_0000050,FR0002,P025,PG001,2026-01-01,120422.66,48889.5,40.6,2444.47,0.5,1222.24,3666.71,1222.24,1222.24,0.0,Paid
PAYOUT_0000946,FR0026,P012,PG001,2026-01-01,82557.37,113450.79,137.42,5672.54,1.5,8508.81,8508.81,8508.81,8508.81,0.0,Pending
PAYOUT_0000440,FR0013,P030,PG001,2026-06-01,134348.94,149835.52,111.53,7491.78,1.25,9364.72,11237.66,9364.72,9364.72,0.0,Paid
PAYOUT_0000675,FR0018,P011,PG001,2026-03-01,161013.26,69619.5,43.24,3480.98,0.5,1740.49,5221.46,1740.49,1740.49,0.0,Paid
PAYOUT_0000800,FR0022,P003,PG001,2026-02-01,102204.59,43045.38,42.12,2152.27,0.5,1076.13,3228.4,1076.13,1076.13,0.0,Paid
PAYOUT_0001131,FR0030,P002,PG001,2026-04-01,138271.13,62537.25,45.23,3126.86,0.5,1563.43,4690.29,1563.43,1563.43,0.0,Adjusted
PAYOUT_0000460,FR0013,P027,PG001,2026-05-01,115214.08,374654.92,325.18,18732.75,1.5,28099.12,28099.12,28099.12,28099.12,0.0,Paid
PAYOUT_0000535,FR0015,P018,PG001,2026-03-01,118385.13,125474.01,105.99,6273.7,1.25,7842.13,9410.55,7842.13,10930.7,3088.57,Paid
PAYOUT_0000075,FR0002,P018,PG001,2026-05-01,82581.9,128968.85,156.17,6448.44,1.5,9672.66,9672.66,9672.66,9672.66,0.0,Pending
PAYOUT_0000043,FR0001,P017,PG001,2026-01-01,73790.31,54780.51,74.24,2739.03,0.75,2054.27,4108.54,2054.27,2054.27,0.0,Adjusted
PAYOUT_0000168,FR0005,P001,PG001,2026-07-01,164180.69,52347.7,31.88,2617.39,0.5,1308.69,3926.08,1308.69,1308.69,0.0,Paid
PAYOUT_0000904,FR0025,P028,PG001,2026-01-01,93707.86,98751.38,105.38,4937.57,1.25,6171.96,7406.35,6171.96,6171.96,0.0,Paid
PAYOUT_0000833,FR0023,P028,PG001,2026-07-01,63299.64,108794.28,171.87,5439.71,1.5,8159.57,8159.57,8159.57,8159.57,0.0,Paid
PAYOUT_0000985,FR0027,P006,PG001,2026-05-01,77681.03,86858.19,111.81,4342.91,1.25,5428.64,6514.36,5428.64,5428.64,0.0,Paid
PAYOUT_0000886,FR0025,P024,PG001,2026-04-01,106767.06,90046.29,84.34,4502.31,1.0,4502.31,6753.47,4502.31,4502.31,0.0,Paid
PAYOUT_0000550,FR0015,P022,PG001,2026-04-01,159306.73,100471.0,63.07,5023.55,0.75,3767.66,7535.33,3767.66,3767.66,0.0,Pending
PAYOUT_0000505,FR0014,P007,PG001,2026-01-01,143553.96,97627.56,68.01,4881.38,0.75,3661.03,7322.07,3661.03,3661.03,0.0,Paid
PAYOUT_0001066,FR0029,P009,PG001,2026-02-01,99587.54,120843.06,121.34,6042.15,1.25,7552.69,9063.23,7552.69,7552.69,0.0,Paid
PAYOUT_0000098,FR0003,P028,PG001,2026-07-01,64671.77,114969.34,177.77,5748.47,1.5,8622.7,8622.7,8622.7,8622.7,0.0,Paid
PAYOUT_0000697,FR0019,P017,PG001,2026-04-01,162169.15,125154.66,77.18,6257.73,1.0,6257.73,9386.6,6257.73,6257.73,0.0,Paid
PAYOUT_0000195,FR0006,P024,PG001,2026-06-01,102496.99,113251.23,110.49,5662.56,1.25,7078.2,8493.84,7078.2,7078.2,0.0,Paid
PAYOUT_0000992,FR0027,P007,PG001,2026-05-01,163209.1,90054.4,55.18,4502.72,0.75,3377.04,6754.08,3377.04,3377.04,0.0,Paid
PAYOUT_0000792,FR0022,P019,PG001,2026-01-01,171911.58,66748.55,38.83,3337.43,0.5,1668.71,5006.14,1668.71,1668.71,0.0,Paid
PAYOUT_0001018,FR0028,P010,PG001,2026-03-01,68818.85,129396.88,188.03,6469.84,1.5,9704.77,9704.77,9704.77,9704.77,0.0,Paid
PAYOUT_0000189,FR0005,P026,PG001,2026-07-01,124581.93,160036.95,128.46,8001.85,1.5,12002.77,12002.77,12002.77,12002.77,0.0,Paid
PAYOUT_0000997,FR0027,P017,PG001,2026-03-01,73555.87,104411.35,141.95,5220.57,1.5,7830.85,7830.85,7830.85,7830.85,0.0,Paid
PAYOUT_0000658,FR0018,P029,PG001,2026-07-01,80497.22,147364.08,183.07,7368.2,1.5,11052.31,11052.31,11052.31,11052.31,0.0,Pending
PAYOUT_0000795,FR0022,P019,PG001,2026-04-01,105623.22,35496.09,33.61,1774.8,0.5,887.4,2662.21,887.4,887.4,0.0,Paid
PAYOUT_0000980,FR0027,P015,PG001,2026-07-01,159416.4,104338.8,65.45,5216.94,0.75,3912.71,7825.41,3912.71,3912.71,0.0,Paid
PAYOUT_0001090,FR0029,P002,PG001,2026-05-01,98541.02,115993.41,117.71,5799.67,1.25,7249.59,8699.51,7249.59,7249.59,0.0,Paid
PAYOUT_0000222,FR0006,P013,PG001,2026-05-01,96769.52,86410.9,89.3,4320.55,1.0,4320.55,6480.82,4320.55,4320.55,0.0,Adjusted
PAYOUT_0000689,FR0019,P020,PG001,2026-03-01,177207.79,175659.32,99.13,8782.97,1.0,8782.97,13174.45,8782.97,8782.97,0.0,Paid
PAYOUT_0000044,FR0001,P017,PG001,2026-02-01,83336.39,61157.97,73.39,3057.9,0.75,2293.42,4586.85,2293.42,2293.42,0.0,Pending
PAYOUT_0000839,FR0023,P021,PG001,2026-06-01,143182.44,83507.85,58.32,4175.39,0.75,3131.54,6263.09,3131.54,3131.54,0.0,Paid
PAYOUT_0000321,FR0009,P020,PG001,2026-06-01,112278.19,126332.4,112.52,6316.62,1.25,7895.77,9474.93,7895.77,7895.77,0.0,Paid
PAYOUT_0000046,FR0001,P017,PG001,2026-04-01,99530.75,42046.56,42.24,2102.33,0.5,1051.16,3153.49,1051.16,1051.16,0.0,Pending
PAYOUT_0000868,FR0024,P020,PG001,2026-07-01,120163.28,61181.94,50.92,3059.1,0.75,2294.32,4588.65,2294.32,2294.32,0.0,Paid
PAYOUT_0000126,FR0003,P014,PG001,2026-07-01,122767.41,146775.5,119.56,7338.78,1.25,9173.47,11008.16,9173.47,9173.47,0.0,Paid
PAYOUT_0000283,FR0008,P007,PG001,2026-03-01,156026.41,85747.24,54.96,4287.36,0.75,3215.52,6431.04,3215.52,3215.52,0.0,Pending
PAYOUT_0000489,FR0014,P021,PG001,2026-06-01,167631.21,43577.52,26.0,2178.88,0.5,1089.44,3268.31,1089.44,1089.44,0.0,Paid
PAYOUT_0001114,FR0030,P024,PG001,2026-01-01,121603.68,91152.48,74.96,4557.62,0.75,3418.22,6836.44,3418.22,3418.22,0.0,Adjusted
