payout_id,representative_id,product_id,program_id,payout_month,sales_target,actual_sales,sales_achievement,base_incentive,achievement_multiplier,calculated_payout,maximum_payout,expected_payout,actual_payout,payout_difference,status
PAYOUT_0000145,FR0004,P011,PG001,2026-05-01,88917.96,96538.68,108.57,4826.93,1.25,6033.67,7240.4,6033.67,6033.67,0.0,Paid
PAYOUT_0000650,FR0017,P029,PG001,2026-07-01,146384.04,155115.66,105.96,7755.78,1.25,9694.73,11633.67,9694.73,9694.73,0.0,Paid
PAYOUT_0000793,FR0021,P018,PG001,2026-03-01,102887.53,167832.06,163.12,8391.6,1.5,12587.4,12587.4,12587.4,12587.4,0.0,Paid
PAYOUT_0000129,FR0004,P029,PG001,2026-03-01,82962.89,146721.28,176.85,7336.06,1.5,11004.1,11004.1,11004.1,11004.1,0.0,Paid
PAYOUT_0000648,FR0017,P029,PG001,2026-05-01,133756.93,255640.76,191.12,12782.04,1.5,19173.06,19173.06,19173.06,19173.06,0.0,Paid
PAYOUT_0001103,FR0030,P015,PG001,2026-05-01,89643.38,54013.59,60.25,2700.68,0.75,2025.51,4051.02,2025.51,2025.51,0.0,Paid
PAYOUT_0000156,FR0004,P005,PG001,2026-02-01,133260.57,98856.2,74.18,4942.81,0.75,3707.11,7414.22,3707.11,3707.11,0.0,Paid
PAYOUT_0000358,FR0010,P005,PG001,2026-02-01,81893.4,43635.06,53.28,2181.75,0.75,1636.31,3272.63,1636.31,1636.31,0.0,Paid
PAYOUT_0000202,FR0006,P023,PG001,2026-07-01,71162.65,59345.22,83.39,2967.26,1.0,2967.26,4450.89,2967.26,2967.26,0.0,Adjusted
PAYOUT_0000125,FR0003,P022,PG001,2026-06-01,113482.21,87542.82,77.14,4377.14,1.0,4377.14,6565.71,4377.14,4377.14,0.0,Adjusted
PAYOUT_0000402,FR0011,P014,PG001,2026-04-01,107868.66,79685.91,73.87,3984.3,0.75,2988.22,5976.44,2988.22,2988.22,0.0,Paid
PAYOUT_0000058,FR0002,P009,PG001,2026-02-01,124444.48,69291.05,55.68,3464.55,0.75,2598.41,5196.83,2598.41,2598.41,0.0,Paid
PAYOUT_0000896,FR0024,P028,PG001,2026-01-01,95325.72,25862.51,27.13,1293.13,0.5,646.56,1939.69,646.56,0,-646.56,Paid
PAYOUT_0000856,FR0022,P020,PG001,2026-03-01,142733.64,80588.13,56.46,4029.41,0.75,3022.05,6044.11,3022.05,3022.05,0.0,Pending
PAYOUT_0000848,FR0022,P011,PG001,2026-02-01,129413.73,311932.92,241.04,15596.65,1.5,23394.97,23394.97,23394.97,23394.97,0.0,Paid
PAYOUT_0000160,FR0004,P005,PG001,2026-06-01,84150.82,96456.28,114.62,4822.81,1.25,6028.52,7234.22,6028.52,6028.52,0.0,Paid
PAYOUT_0000880,FR0023,P012,PG001,2026-06-01,76788.53,114202.38,148.72,5710.12,1.5,8565.18,8565.18,8565.18,8565.18,0.0,Paid
PAYOUT_0000423,FR0011,P010,PG001,2026-04-01,108002.62,39065.95,36.17,1953.3,0.5,976.65,2929.95,976.65,976.65,0.0,Paid
PAYOUT_0000197,FR0006,P023,PG001,2026-01-01,109367.54,50170.04,45.87,2508.5,0.5,1254.25,3762.75,1254.25,1254.25,0.0,Adjusted
PAYOUT_0000188,FR0005,P007,PG001,2026-06-01,156926.0,147294.0,93.86,7364.7,1.0,7364.7,11047.05,7364.7,7364.7,0.0,Paid
PAYOUT_0000235,FR0007,P023,PG001,2026-05-01,156996.0,44215.32,28.16,2210.77,0.5,1105.38,3316.15,1105.38,1105.38,0.0,Paid
PAYOUT_0000484,FR0013,P025,PG001,2026-02-01,112552.28,76073.64,67.59,3803.68,0.75,2852.76,5705.52,2852.76,2852.76,0.0,Paid
PAYOUT_0001001,FR0027,P016,PG001,2026-01-01,153354.19,112575.48,73.41,5628.77,0.75,4221.58,8443.16,4221.58,4221.58,0.0,Paid
PAYOUT_0000159,FR0004,P005,PG001,2026-05-01,134973.28,104908.6,77.73,5245.43,1.0,5245.43,7868.15,5245.43,8070.95,2825.52,Paid
PAYOUT_0000232,FR0007,P023,PG001,2026-02-01,100925.55,41954.39,41.57,2097.72,0.5,1048.86,3146.58,1048.86,1048.86,0.0,Paid
PAYOUT_0001005,FR0027,P016,PG001,2026-05-01,78101.33,116166.85,148.74,5808.34,1.5,8712.51,8712.51,8712.51,8712.51,0.0,Paid
PAYOUT_0000267,FR0008,P027,PG001,2026-02-01,70779.25,46476.87,65.66,2323.84,0.75,1742.88,3485.77,1742.88,1742.88,0.0,Adjusted
PAYOUT_0000052,FR0002,P019,PG001,2026-03-01,69092.59,136238.76,197.18,6811.94,1.5,10217.91,10217.91,10217.91,10217.91,0.0,Paid
PAYOUT_0000938,FR0026,P007,PG001,2026-01-01,155587.91,156624.58,100.67,7831.23,1.25,9789.04,11746.84,9789.04,9789.04,0.0,Pending
PAYOUT_0000928,FR0025,P027,PG001,2026-05-01,61239.18,137168.16,223.99,6858.41,1.5,10287.61,10287.61,10287.61,10287.61,0.0,Adjusted
PAYOUT_0000128,FR0004,P029,PG001,2026-02-01,90104.83,141962.52,157.55,7098.13,1.5,10647.19,10647.19,10647.19,10647.19,0.0,Paid
PAYOUT_0000756,FR0020,P017,PG001,2026-01-01,133256.68,100964.96,75.77,5048.25,1.0,5048.25,7572.37,5048.25,5048.25,0.0,Paid
PAYOUT_0001097,FR0030,P003,PG001,2026-06-01,104604.1,52317.1,50.01,2615.86,0.75,1961.89,3923.78,1961.89,1961.89,0.0,Adjusted
PAYOUT_0000194,FR0006,P010,PG001,2026-05-01,173978.34,118379.25,68.04,5918.96,0.75,4439.22,8878.44,4439.22,4439.22,0.0,Adjusted
PAYOUT_0000751,FR0020,P008,PG001,2026-03-01,134041.95,132211.0,98.63,6610.55,1.0,6610.55,9915.83,6610.55,6610.55,0.0,Adjusted
PAYOUT_0000995,FR0027,P029,PG001,2026-02-01,122338.41,120653.52,98.62,6032.68,1.0,6032.68,9049.01,6032.68,6032.68,0.0,Paid
PAYOUT_0000783,FR0021,P014,PG001,2026-07-01,86379.11,85710.95,99.23,4285.55,1.0,4285.55,6428.32,4285.55,4285.55,0.0,Adjusted
PAYOUT_0000569,FR0015,P002,PG001,2026-03-01,83492.47,50170.6,60.09,2508.53,0.75,1881.4,3762.8,1881.4,1881.4,0.0,Paid
PAYOUT_0000487,FR0013,P025,PG001,2026-05-01,67120.56,60249.1,89.76,3012.45,1.0,3012.45,4518.68,3012.45,3012.45,0.0,Paid
PAYOUT_0000795,FR0021,P018,PG001,2026-05-01,159039.17,157048.24,98.75,7852.41,1.0,7852.41,11778.62,7852.41,7852.41,0.0,Paid
PAYOUT_0000381,FR0011,P004,PG001,2026-04-01,96493.17,117619.7,121.89,5880.99,1.25,7351.23,8821.48,7351.23,13747.49,6396.26,Paid
PAYOUT_0000064,FR0002,P030,PG001,2026-01-01,139824.35,128507.82,91.91,6425.39,1.0,6425.39,9638.09,6425.39,6425.39,0.0,Adjusted
PAYOUT_0000427,FR0012,P026,PG001,2026-01-01,166604.2,156211.26,93.76,7810.56,1.0,7810.56,11715.84,7810.56,7810.56,0.0,Adjusted
PAYOUT_0001053,FR0029,P019,PG001,2026-04-01,177330.89,141773.64,79.95,7088.68,1.0,7088.68,10633.02,7088.68,7088.68,0.0,Paid
PAYOUT_0000686,FR0018,P014,PG001,2026-01-01,169031.53,70350.28,41.62,3517.51,0.5,1758.76,5276.27,1758.76,1758.76,0.0,Paid
PAYOUT_0000274,FR0008,P008,PG001,2026-02-01,177879.24,142379.8,80.04,7118.99,1.0,7118.99,10678.49,7118.99,7118.99,0.0,Paid
PAYOUT_0000412,FR0011,P027,PG001,2026-07-01,107842.45,73428.21,68.09,3671.41,0.75,2753.56,5507.12,2753.56,2753.56,0.0,Paid
PAYOUT_0000996,FR0027,P029,PG001,2026-03-01,163361.15,121754.24,74.53,6087.71,0.75,4565.78,9131.57,4565.78,4565.78,0.0,Paid
PAYOUT_0000881,FR0023,P012,PG001,2026-07-01,77236.98,52584.9,68.08,2629.24,0.75,1971.93,3943.87,1971.93,1971.93,0.0,Paid
PAYOUT_0000822,FR0022,P008,PG001,2026-04-01,105504.85,52145.24,49.42,2607.26,0.5,1303.63,3910.89,1303.63,1303.63,0.0,Paid
PAYOUT_0001089,FR0030,P018,PG001,2026-05-01,95464.68,70939.36,74.31,3546.97,0.75,2660.23,5320.45,2660.23,2660.23,0.0,Paid
PAYOUT_0000773,FR0021,P009,PG001,2026-04-01,176084.83,118841.46,67.49,5942.07,0.75,4456.55,8913.11,4456.55,4456.55,0.0,Paid
PAYOUT_0000905,FR0024,P029,PG001,2026-03-01,88003.33,45434.46,51.63,2271.72,0.75,1703.79,3407.58,1703.79,1703.79,0.0,Paid
PAYOUT_0000866,FR0023,P024,PG001,2026-06-01,149962.0,45572.4,30.39,2278.62,0.5,1139.31,3417.93,1139.31,1139.31,0.0,Paid
PAYOUT_0001100,FR0030,P015,PG001,2026-02-01,95519.16,81577.5,85.4,4078.88,1.0,4078.88,6118.31,4078.88,4078.88,0.0,Paid
PAYOUT_0001033,FR0028,P004,PG001,2026-05-01,175057.71,87303.6,49.87,4365.18,0.5,2182.59,6547.77,2182.59,7480.48,5297.89,Pending
PAYOUT_0000949,FR0026,P018,PG001,2026-05-01,134939.17,131999.7,97.82,6599.98,1.0,6599.98,9899.98,6599.98,6599.98,0.0,Paid
PAYOUT_0000627,FR0017,P019,PG001,2026-05-01,170899.8,48547.05,28.41,2427.35,0.5,1213.68,3641.03,1213.68,1213.68,0.0,Paid
PAYOUT_0000020,FR0001,P012,PG001,2026-06-01,110562.73,142382.37,128.78,7119.12,1.5,10678.68,10678.68,10678.68,10678.68,0.0,Paid
PAYOUT_0000313,FR0009,P002,PG001,2026-06-01,109177.5,113104.6,103.6,5655.23,1.25,7069.04,8482.84,7069.04,7069.04,0.0,Paid
PAYOUT_0000876,FR0023,P012,PG001,2026-02-01,169262.21,68972.2,40.75,3448.61,0.5,1724.31,5172.91,1724.31,1724.31,0.0,Paid
PAYOUT_0000130,FR0004,P029,PG001,2026-04-01,122568.23,152877.99,124.73,7643.9,1.25,9554.87,11465.85,9554.87,9554.87,0.0,Pending
PAYOUT_0000053,FR0002,P019,PG001,2026-04-01,176761.6,151851.72,85.91,7592.59,1.0,7592.59,11388.88,7592.59,7592.59,0.0,Adjusted
PAYOUT_0000624,FR0017,P019,PG001,2026-02-01,90600.39,46617.39,51.45,2330.87,0.75,1748.15,3496.3,1748.15,1748.15,0.0,Pending
PAYOUT_0001038,FR0028,P024,PG001,2026-03-01,84666.4,56774.4,67.06,2838.72,0.75,2129.04,4258.08,2129.04,2129.04,0.0,Paid
PAYOUT_0000544,FR0014,P010,PG001,2026-06-01,135476.71,97790.84,72.18,4889.54,0.75,3667.16,7334.31,3667.16,3667.16,0.0,Paid
PAYOUT_0001015,FR0028,P027,PG001,2026-01-01,115103.71,114905.12,99.83,5745.26,1.0,5745.26,8617.88,5745.26,5745.26,0.0,Paid
PAYOUT_0000633,FR0017,P010,PG001,2026-04-01,92044.65,61569.04,66.89,3078.45,0.75,2308.84,4617.68,2308.84,2308.84,0.0,Paid
PAYOUT_0000472,FR0013,P005,PG001,2026-04-01,152807.85,100243.08,65.6,5012.15,0.75,3759.12,7518.23,3759.12,3759.12,0.0,Paid
PAYOUT_0000513,FR0014,P021,PG001,2026-03-01,129380.96,152035.72,117.51,7601.79,1.25,9502.23,11402.68,9502.23,9502.23,0.0,Paid
PAYOUT_0000353,FR0010,P002,PG001,2026-04-01,169866.07,173709.05,102.26,8685.45,1.25,10856.82,13028.18,10856.82,10856.82,0.0,Paid
PAYOUT_0000728,FR0020,P003,PG001,2026-01-01,162337.47,113568.35,69.96,5678.42,0.75,4258.81,8517.63,4258.81,4258.81,0.0,Paid
PAYOUT_0000680,FR0018,P023,PG001,2026-02-01,170083.77,108797.4,63.97,5439.87,0.75,4079.9,8159.81,4079.9,4079.9,0.0,Pending
PAYOUT_0000947,FR0026,P018,PG001,2026-03-01,123580.25,143298.2,115.96,7164.91,1.25,8956.14,10747.37,8956.14,8956.14,0.0,Pending
PAYOUT_0000369,FR0010,P010,PG001,2026-06-01,78760.01,168222.65,213.59,8411.13,1.5,12616.7,12616.7,12616.7,12616.7,0.0,Paid
PAYOUT_0000261,FR0008,P017,PG001,2026-03-01,67254.64,59324.46,88.21,2966.22,1.0,2966.22,4449.33,2966.22,2966.22,0.0,Paid
PAYOUT_0000533,FR0014,P003,PG001,2026-02-01,95895.26,73125.96,76.26,3656.3,1.0,3656.3,5484.45,3656.3,3656.3,0.0,Paid
PAYOUT_0000114,FR0003,P012,PG001,2026-02-01,176328.26,39836.65,22.59,1991.83,0.5,995.92,2987.75,995.92,995.92,0.0,Paid
PAYOUT_0000348,FR0010,P021,PG001,2026-06-01,111711.02,56002.56,50.13,2800.13,0.75,2100.1,4200.19,2100.1,2100.1,0.0,Paid
PAYOUT_0000690,FR0018,P014,PG001,2026-05-01,109264.85,68700.65,62.88,3435.03,0.75,2576.27,5152.55,2576.27,2576.27,0.0,Paid
PAYOUT_0000374,FR0010,P009,PG001,2026-04-01,95068.43,68238.95,71.78,3411.95,0.75,2558.96,5117.92,2558.96,8825.06,6266.1,Pending
PAYOUT_0000278,FR0008,P008,PG001,2026-06-01,159251.75,134402.52,84.4,6720.13,1.0,6720.13,10080.19,6720.13,6720.13,0.0,Paid
PAYOUT_0000025,FR0001,P030,PG001,2026-04-01,88190.65,123364.68,139.88,6168.23,1.5,9252.35,9252.35,9252.35,9252.35,0.0,Adjusted
PAYOUT_0001060,FR0029,P025,PG001,2026-04-01,90674.96,119287.86,131.56,5964.39,1.5,8946.59,8946.59,8946.59,8946.59,0.0,Paid
PAYOUT_0000692,FR0018,P014,PG001,2026-07-01,110826.97,51544.76,46.51,2577.24,0.5,1288.62,3865.86,1288.62,1288.62,0.0,Pending
PAYOUT_0000888,FR0023,P027,PG001,2026-07-01,86253.91,62839.74,72.85,3141.99,0.75,2356.49,4712.98,2356.49,2356.49,0.0,Paid
PAYOUT_0001010,FR0027,P002,PG001,2026-03-01,131775.57,83191.44,63.13,4159.57,0.75,3119.68,6239.36,3119.68,3119.68,0.0,Paid
PAYOUT_0000830,FR0022,P018,PG001,2026-05-01,65202.36,71779.98,110.09,3589.0,1.25,4486.25,5383.5,4486.25,4486.25,0.0,Pending
PAYOUT_0000404,FR0011,P014,PG001,2026-06-01,133352.61,92199.24,69.14,4609.96,0.75,3457.47,6914.94,3457.47,3457.47,0.0,Paid
PAYOUT_0000485,FR0013,P025,PG001,2026-03-01,170665.88,64572.08,37.84,3228.6,0.5,1614.3,4842.91,1614.3,1614.3,0.0,Pending
PAYOUT_0001028,FR0028,P023,PG001,2026-07-01,179866.81,85448.13,47.51,4272.41,0.5,2136.2,6408.61,2136.2,2136.2,0.0,Paid
PAYOUT_0000004,FR0001,P004,PG001,2026-04-01,107219.25,127858.08,119.25,6392.9,1.25,7991.13,9589.36,7991.13,7991.13,0.0,Paid
PAYOUT_0000659,FR0017,P016,PG001,2026-02-01,176950.28,82780.12,46.78,4139.01,0.5,2069.5,6208.51,2069.5,2069.5,0.0,Adjusted
PAYOUT_0000285,FR0009,P011,PG001,2026-06-01,63737.44,80328.84,126.03,4016.44,1.5,6024.66,6024.66,6024.66,6024.66,0.0,Paid
PAYOUT_0000242,FR0007,P003,PG001,2026-05-01,100578.77,150857.88,149.99,7542.89,1.5,11314.34,11314.34,11314.34,11314.34,0.0,Paid
PAYOUT_0001045,FR0028,P007,PG001,2026-03-01,112168.81,69335.74,61.81,3466.79,0.75,2600.09,5200.18,2600.09,2600.09,0.0,Pending
PAYOUT_0000054,FR0002,P019,PG001,2026-05-01,65714.57,138816.75,211.24,6940.84,1.5,10411.26,10411.26,10411.26,10411.26,0.0,Pending
PAYOUT_0000139,FR0004,P013,PG001,2026-06-01,137149.28,88153.59,64.28,4407.68,0.75,3305.76,6611.52,3305.76,3305.76,0.0,Adjusted
PAYOUT_0000200,FR0006,P023,PG001,2026-05-01,169079.46,48085.32,28.44,2404.27,0.5,1202.13,3606.4,1202.13,6856.06,5653.93,Paid
PAYOUT_0000226,FR0007,P018,PG001,2026-03-01,151453.71,155217.58,102.49,7760.88,1.25,9701.1,11641.32,9701.1,9701.1,0.0,Paid
PAYOUT_0000104,FR0003,P015,PG001,2026-06-01,60337.58,152659.45,253.01,7632.97,1.5,11449.46,11449.46,11449.46,11449.46,0.0,Adjusted
PAYOUT_0000167,FR0004,P025,PG001,2026-06-01,163106.03,102770.04,63.01,5138.5,0.75,3853.88,7707.75,3853.88,3853.88,0.0,Paid
PAYOUT_0000770,FR0021,P009,PG001,2026-01-01,100353.39,139621.08,139.13,6981.05,1.5,10471.58,10471.58,10471.58,10471.58,0.0,Pending
PAYOUT_0000505,FR0013,P004,PG001,2026-02-01,121191.71,121350.64,100.13,6067.53,1.25,7584.41,9101.3,7584.41,7584.41,0.0,Paid
PAYOUT_0001035,FR0028,P004,PG001,2026-07-01,166749.71,95511.0,57.28,4775.55,0.75,3581.66,7163.33,3581.66,3581.66,0.0,Paid
PAYOUT_0000124,FR0003,P022,PG001,2026-05-01,109029.76,143683.6,131.78,7184.18,1.5,10776.27,10776.27,10776.27,8837.3,-1938.97,Paid
PAYOUT_0000383,FR0011,P004,PG001,2026-06-01,71840.58,81875.6,113.97,4093.78,1.25,5117.23,6140.67,5117.23,5117.23,0.0,Pending
PAYOUT_0000871,FR0023,P022,PG001,2026-04-01,65770.12,50634.16,76.99,2531.71,1.0,2531.71,3797.56,2531.71,2531.71,0.0,Paid
PAYOUT_0000948,FR0026,P018,PG001,2026-04-01,127161.45,154882.44,121.8,7744.12,1.25,9680.15,11616.18,9680.15,9680.15,0.0,Paid
PAYOUT_0000477,FR0013,P012,PG001,2026-02-01,84510.42,106248.51,125.72,5312.43,1.5,7968.64,7968.64,7968.64,7968.64,0.0,Paid
PAYOUT_0000071,FR0002,P021,PG001,2026-01-01,80919.41,88025.92,108.78,4401.3,1.25,5501.62,6601.94,5501.62,5501.62,0.0,Paid
PAYOUT_0000785,FR0021,P005,PG001,2026-02-01,70039.78,95437.16,136.26,4771.86,1.5,7157.79,7157.79,7157.79,7157.79,0.0,Paid
PAYOUT_0000941,FR0026,P007,PG001,2026-04-01,159234.69,164068.35,103.04,8203.42,1.25,10254.27,12305.13,10254.27,10254.27,0.0,Pending
PAYOUT_0000792,FR0021,P018,PG001,2026-02-01,74595.18,143601.09,192.51,7180.05,1.5,10770.08,10770.08,10770.08,10770.08,0.0,Paid
PAYOUT_0000002,FR0001,P004,PG001,2026-02-01,112038.7,59770.36,53.35,2988.52,0.75,2241.39,4482.78,2241.39,2241.39,0.0,Paid
PAYOUT_0000135,FR0004,P013,PG001,2026-02-01,132827.92,100607.56,75.74,5030.38,1.0,5030.38,7545.57,5030.38,5030.38,0.0,Paid
PAYOUT_0000821,FR0022,P008,PG001,2026-03-01,168562.28,51209.28,30.38,2560.46,0.5,1280.23,3840.7,1280.23,1280.23,0.0,Paid
PAYOUT_0000787,FR0021,P005,PG001,2026-04-01,88883.91,113639.34,127.85,5681.97,1.5,8522.95,8522.95,8522.95,8522.95,0.0,Adjusted
PAYOUT_0000072,FR0002,P021,PG001,2026-02-01,113171.12,85445.04,75.5,4272.25,1.0,4272.25,6408.38,4272.25,4272.25,0.0,Paid
PAYOUT_0001043,FR0028,P007,PG001,2026-01-01,124147.51,66549.0,53.6,3327.45,0.75,2495.59,4991.18,2495.59,2495.59,0.0,Adjusted
PAYOUT_0001105,FR0030,P015,PG001,2026-07-01,80079.52,72832.5,90.95,3641.62,1.0,3641.62,5462.44,3641.62,7592.84,3951.21,Paid
PAYOUT_0000653,FR0017,P017,PG001,2026-03-01,79273.18,129013.94,162.75,6450.7,1.5,9676.05,9676.05,9676.05,9676.05,0.0,Paid
PAYOUT_0000084,FR0003,P002,PG001,2026-07-01,177971.45,128280.84,72.08,6414.04,0.75,4810.53,9621.06,4810.53,9248.56,4438.03,Paid
PAYOUT_0000471,FR0013,P005,PG001,2026-03-01,170001.13,91721.1,53.95,4586.06,0.75,3439.54,6879.08,3439.54,3439.54,0.0,Paid
PAYOUT_0001044,FR0028,P007,PG001,2026-02-01,123768.24,58137.42,46.97,2906.87,0.5,1453.44,4360.31,1453.44,1453.44,0.0,Pending
PAYOUT_0000602,FR0016,P003,PG001,2026-01-01,96429.13,113367.03,117.57,5668.35,1.25,7085.44,8502.53,7085.44,7085.44,0.0,Pending
PAYOUT_0000883,FR0023,P027,PG001,2026-02-01,101615.97,52258.3,51.43,2612.92,0.75,1959.69,3919.37,1959.69,1959.69,0.0,Paid
PAYOUT_0000339,FR0010,P008,PG001,2026-04-01,124283.39,174094.6,140.08,8704.73,1.5,13057.1,13057.1,13057.1,13057.1,0.0,Paid
PAYOUT_0000534,FR0014,P003,PG001,2026-03-01,160885.38,69359.95,43.11,3468.0,0.5,1734.0,5202.0,1734.0,1734.0,0.0,Pending
PAYOUT_0000517,FR0014,P021,PG001,2026-07-01,126333.5,124698.44,98.71,6234.92,1.0,6234.92,9352.38,6234.92,6234.92,0.0,Paid
PAYOUT_0000365,FR0010,P010,PG001,2026-02-01,76212.55,173745.0,227.97,8687.25,1.5,13030.88,13030.88,13030.88,13030.88,0.0,Paid
PAYOUT_0000182,FR0005,P004,PG001,2026-07-01,87264.21,81209.96,93.06,4060.5,1.0,4060.5,6090.75,4060.5,4060.5,0.0,Paid
PAYOUT_0000937,FR0026,P017,PG001,2026-07-01,86766.06,151038.75,174.08,7551.94,1.5,11327.91,11327.91,11327.91,11327.91,0.0,Paid
PAYOUT_0000306,FR0009,P019,PG001,2026-06-01,105218.08,60007.72,57.03,3000.39,0.75,2250.29,4500.58,2250.29,2250.29,0.0,Paid
PAYOUT_0000656,FR0017,P017,PG001,2026-06-01,107885.08,103195.88,95.65,5159.79,1.0,5159.79,7739.69,5159.79,5159.79,0.0,Paid
PAYOUT_0000815,FR0022,P030,PG001,2026-04-01,142373.12,83578.44,58.7,4178.92,0.75,3134.19,6268.38,3134.19,3134.19,0.0,Adjusted
PAYOUT_0000524,FR0014,P024,PG001,2026-07-01,69817.27,132324.68,189.53,6616.23,1.5,9924.35,9924.35,9924.35,9924.35,0.0,Adjusted
PAYOUT_0000816,FR0022,P030,PG001,2026-05-01,157344.08,100215.4,63.69,5010.77,0.75,3758.08,7516.16,3758.08,3758.08,0.0,Paid
